,pl_name,hostname,default_flag,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,sy_pnum,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,flag
6860,Kepler-495 b,Kepler-495,1,0.0406,0.0,0.0,29.058260636581373,16.206509526098884,-11.606685618998036,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
6861,Kepler-495 c,Kepler-495,1,0.0584,0.0,0.0,0.4084230375726034,0.25487578540953665,-0.1721726454771831,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
6865,K2-58 d,K2-58,1,0.1517,0.0046,-0.0046,4.3157424507840005,2.523636223881681,-1.429126811669858,3,0.20543615100312596,0.0,0.0,89.431,0.406,-0.809,,,,012
6870,BD+20 2457 b,BD+20 2457,1,1.25,0.07,-0.07,12237.89985,24965.5465,-24965.5465,2,0.15,0.03,-0.03,90.0,0.0,0.0,,,,03
6874,TOI-1450 A b,TOI-1450 A,1,,,,1.258,0.128,-0.128,2,0.31066330191540814,0.0,0.0,86.245,0.237,-0.237,,,,01
6881,Kepler-432 b,Kepler-432,1,0.30345,0.0089,-0.0089,1547.77,101.7056,-57.2094,2,0.0,0.0098,-0.0089,89.86,0.61,-0.33,,,,0
6889,Kepler-210 b,Kepler-210,1,0.0292,0.00104,-0.00104,6.046796518173755,2.1209941746829077,-1.600783886673022,2,0.0,0.0,0.0,88.02000000000001,0.26,-0.26,,,,01+1-2
6895,bet Pic c,bet Pic,1,2.6900000000000004,0.016,-0.015,3041.46611,373.44838,-327.68109,2,0.277,0.024,-0.034,89.4735,0.083,-0.091,,,,0
6907,K2-117 c,K2-117,1,0.0492,0.0017,-0.0017,5.246822810967904,2.266194396278001,-1.4436245025563776,2,0.15,0.178886,-0.115822,89.49,0.36,-0.48,,,,02
6908,BD+20 2457 c,BD+20 2457,1,2.01,0.0,0.0,3963.17,0.0,0.0,2,0.18,0.06,-0.06,90.0,0.0,0.0,,,,02+2-3
6915,Kepler-1052 b,Kepler-1052,1,0.2045,0.0,0.0,6.949965301197409,3.822612609200677,-2.644837246857562,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
6918,K2-84 b,K2-84,1,0.0665,0.0016,-0.0016,6.848807593907182,2.445717440077228,-1.861972957496099,2,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,,,,0123
6921,K2-8 c,K2-8,1,0.053849999999999995,0.0010999999999999998,-0.0010999999999999998,6.669970941911609,2.7260954981161234,-2.0068229341341084,2,0.31066330191540814,0.0,0.0,86.7,2.48,-2.48,,,,012
6922,K2-83 c,K2-83,1,0.073655,0.00148,-0.00198,4.332667019127133,2.4014730633172325,-1.5804923028613556,2,0.06,0.143856,-0.052509,89.51,0.33,-0.38,,,,02
6934,K2-195 b,K2-195,1,0.1208,0.0016,-0.0017,10.583495218893038,2.905324519428847,-2.6242052382003944,2,0.31066330191540814,0.0,0.0,89.041,0.711,-1.567,,,,012
6938,K2-219 d,K2-219,1,,,,8.09130355686419,2.945205798644208,-2.2863639238378006,3,0.20543615100312596,0.0,0.0,88.287,1.201,-2.037,,,,012
6940,K2-37 b,K2-37,1,0.051074999999999995,0.00083,-0.00083,3.57844557779236,1.9682026350301172,-1.2695204137665685,3,0.20543615100312596,0.0,0.0,87.38550000000001,1.8605,-3.371,,,,012
6941,K2-189 b,K2-189,1,0.0361,0.0004,-0.0004,3.6027046732833354,1.2564298463436798,-1.241174772958134,2,0.31066330191540814,0.0,0.0,88.113,1.351,-2.824,,,,012
6943,K2-170 c,K2-170,1,,,,4.891883120771864,2.4719341142815363,-1.4845972005790498,2,0.31066330191540814,0.0,0.0,88.668,0.965,-2.262,,,,012
6946,K2-5 c,K2-5,1,0.0783,0.0022,-0.0022,5.0695242134743586,2.329873471287118,-1.6330372280540844,2,0.31066330191540814,0.0,0.0,86.95,2.47,-2.47,,,,012
6957,HD 108874 b,HD 108874,1,1.051,0.02,-0.02,431.595,28.6047,-28.6047,2,0.128,0.0215,-0.0215,90.0,0.0,0.0,,,,03
6958,HD 177830 b,HD 177830,1,1.2008999999999999,0.035,-0.0365,479.9235,35.905765,-36.382504999999995,2,0.062,0.0325,-0.0325,90.0,0.0,0.0,,,,03
6960,HD 7924 b,HD 7924,1,0.05682,0.00067,-0.00069,8.68,0.48248,-0.47748,3,0.058,0.053000000000000005,-0.045,90.0,0.0,0.0,,,,03
7007,GJ 317 c,GJ 317,1,5.78,0.75,-0.38,527.11346,24.79062,-24.15496,2,0.279,0.0875,-0.0765,45.0,30.0,-10.0,,,,03
7008,GJ 414 A c,GJ 414 A,1,1.412,0.033,-0.0355,56.155215,6.17914,-6.038055,2,0.145,0.0895,-0.38799999999999996,90.0,0.0,0.0,,,,03
7011,HD 192310 b,HD 192310,1,0.32,0.005,-0.005,16.9,2.0,-1.87519,2,0.14,0.09,-0.09,90.0,0.0,0.0,,,,03+3-
7014,HD 34445 b,HD 34445,1,2.0725,0.028999999999999998,-0.0295,229.565545,16.51548,-16.356569999999998,6,0.1865,0.0645,-0.063,90.0,0.0,0.0,,,,03
7031,GJ 15 A b,GJ 15 A,1,0.072,0.003,-0.0034,5.35,0.46,-0.44,2,0.075,0.08149999999999999,-0.058499999999999996,90.0,0.0,0.0,,,,03
7032,GJ 15 A c,GJ 15 A,1,5.4,1.0,-0.9,36.0,25.0,-18.0,2,0.27,0.28,-0.19,90.0,0.0,0.0,,,,03
7100,Kepler-53 b,Kepler-53,1,0.1385,0.0,0.0,107.05,36.2,-31.0,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-3+3-
7133,K2-117 b,K2-117,1,0.0189,0.0007,-0.0007,5.282582288693068,2.3460498590727585,-1.675220151072779,2,0.06,0.138304,-0.053132,88.36,1.14,-1.37,,,,02
7153,ups And d,ups And,1,2.5235,0.026,-0.027,1307.867185,46.085,-46.085,3,0.2815,0.014,-0.0145,90.0,0.0,0.0,,,,03
7171,ups And b,ups And,1,0.05914,0.00061,-0.00063,218.531,5.08525,-5.08525,3,0.02,0.013,-0.013,90.0,0.0,0.0,,,,03
7175,GJ 876 e,GJ 876,1,0.345,0.0013,-0.002,16.58,1.7,-1.7,4,0.04,0.021,-0.012,59.0,1.39,-1.43,,,,0
7176,HD 217107 b,HD 217107,1,0.0744,0.001,-0.0010500000000000002,437.80117,15.89075,-15.89075,2,0.12915,0.0051,-0.0051,90.0,0.0,0.0,,,,03
7182,HD 187123 b,HD 187123,1,0.042,0.00065,-0.00066,163.26004999999998,4.132625,-4.132625,2,0.009649999999999999,0.0052499999999999995,-0.0052499999999999995,90.0,0.0,0.0,,,,03
7183,HD 187123 c,HD 187123,1,4.432,0.07,-0.072,574.9425000000001,18.751925,-18.59301,2,0.266,0.024,-0.0235,90.0,0.0,0.0,,,,03
7221,GJ 180 c,GJ 180,1,0.129,0.007,-0.017,6.4,3.7,-4.1,3,0.09,0.2,-0.09,90.0,0.0,0.0,,,,03
7223,GJ 682 b,GJ 682,1,0.08,0.014,-0.004,4.4,3.7,-2.4,2,0.08,0.19,-0.08,90.0,0.0,0.0,,,,03
7224,GJ 682 c,GJ 682,1,0.176,0.03,-0.009,8.7,5.8,-4.6,2,0.1,0.19,-0.1,90.0,0.0,0.0,,,,03
7226,NY Vir c,NY Vir,1,,,,1760.7782,63.566,-63.566,2,0.15,0.01,-0.01,90.0,0.0,0.0,,,,03
7299,Kepler-361 b,Kepler-361,1,0.0833,0.0,0.0,2.3245305091840343,1.629858832939513,-1.0920950096900128,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7301,Kepler-299 d,Kepler-299,1,0.11935,0.0,0.0,4.124196558426856,2.340466133111847,-1.7508110849144853,4,0.0,0.0,0.0,87.09,0.0,0.0,,,,01+1-23+3-
7302,Kepler-136 c,Kepler-136,1,0.13295,0.0,0.0,4.813728830104582,2.390671722445771,-1.6446329720654629,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7303,Kepler-121 b,Kepler-121,1,0.03895,0.0,0.0,7.189825106870554,3.1002780075790675,-2.1873566531389166,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7304,Kepler-119 b,Kepler-119,1,0.0343,0.0,0.0,14.553575366514035,9.817549845512467,-6.1408089928131915,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
7305,Kepler-251 e,Kepler-251,1,0.4126,0.0,0.0,14.265568498914513,10.053148507374734,-6.230618457997231,4,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7306,Kepler-258 c,Kepler-258,1,0.1916,0.0,0.0,11.907138230844044,16.45312998929493,-7.833117025053455,2,0.0,0.0,0.0,88.81,0.0,0.0,,,,01+1-23+3-
7307,Kepler-267 c,Kepler-267,1,0.0558,0.0,0.0,5.595809300405245,2.1884821231526788,-1.5869574196938245,3,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
7308,Kepler-269 c,Kepler-269,1,0.0796,0.0,0.0,3.667826611662546,2.5076019759633077,-1.9952649163489913,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
7310,Kepler-783 c,Kepler-783,1,0.0679,0.0,0.0,7.492292431474879,5.185045840089008,-3.3744641556406343,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7329,iot Dra b,iot Dra,1,1.2875,0.049999999999999996,-0.049999999999999996,2815.85,181.143965,-179.554825,2,0.7067,0.00595,-0.00595,46.0,27.0,-19.0,,,,0
7331,GJ 876 d,GJ 876,1,0.021,0.0,0.0,7.4,0.41500000000000004,-0.405,4,0.124,0.052500000000000005,-0.0535,59.0,1.39,-1.43,,,,0
7342,Kepler-311 c,Kepler-311,1,0.14165,0.0,0.0,2.9541023198217333,1.8262423022621785,-1.1869606727271043,3,0.0,0.0,0.0,88.24,0.0,0.0,,,,01+1-23+3-
7344,Kepler-501 b,Kepler-501,1,0.0632,0.0,0.0,18.37571796770355,15.958898541815422,-9.402370145423898,2,0.0,0.0,0.0,86.52,0.0,0.0,,,,01+1-23+3-
7362,K2-398 b,K2-398,1,,,,6.045365661426715,1.9172753936774916,-1.330032328790188,2,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,,,,0123
7384,Kepler-208 b,Kepler-208,1,0.0532,0.0,0.0,3.861778768053011,2.5155505160156255,-1.7632427701542635,4,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
7397,HD 137496 c,HD 137496,1,1.2163,0.0087,-0.0088,2434.5656,34.96112,-34.96112,2,0.477,0.004,-0.004,90.0,0.0,0.0,,,,03
7404,Kepler-132 b,Kepler-132,1,0.0643,0.0,0.0,1.4188293699991081,0.8128017145284858,-0.5788175639448587,4,0.0,0.0,0.0,87.66,0.0,0.0,,,,01+1-23+3-
7418,Kepler-166 c,Kepler-166,1,0.19340000000000002,0.0,0.0,7.018321021745628,3.720564341967105,-2.4714736246220355,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7422,Kepler-137 c,Kepler-137,1,0.1337,0.0,0.0,5.569167704737078,1.9401927886695374,-1.3646984660262378,2,0.0,0.0,0.0,88.81,0.0,0.0,,,,01+1-23+3-
7423,Kepler-140 b,Kepler-140,1,0.045,0.0,0.0,2.9894529364594535,1.221147830830303,-0.9541840664901877,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
7426,Kepler-181 c,Kepler-181,1,0.0488,0.0,0.0,5.880700831564374,2.500168730212385,-1.8927299587080437,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
7440,Kepler-244 b,Kepler-244,1,0.049850000000000005,0.0,0.0,9.179293786257212,5.822835743667325,-3.7397521453182243,3,0.0,0.0,0.0,87.66,0.0,0.0,,,,01+1-23+3-
7456,Kepler-1090 c,Kepler-1090,1,0.2212,0.0,0.0,10.529745962333006,12.022398440302045,-5.952978719016466,2,0.0,0.0,0.0,87.09,0.0,0.0,,,,01+1-23+3-
7510,Kepler-1073 d,Kepler-1073,1,0.035,0.0,0.0,1.4964569453875165,1.6166777323415453,-0.9000112736200956,3,0.0,0.0,0.0,85.94,0.0,0.0,,,,01+1-23+3-
7511,K2-374 b,K2-374,1,,,,4.3351566244915425,1.1055376874192637,-1.9202619194789565,2,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,,,,0123
7522,Kepler-913 c,Kepler-913,1,0.0608,0.0,0.0,4.036096640224599,2.55069210329508,-2.0294559487774637,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7527,Kepler-381 b,Kepler-381,1,0.0672,0.0,0.0,2.1574257670935006,2.075618008322981,-1.2864796408098478,3,0.0,0.0,0.0,87.66,0.0,0.0,,,,01+1-23+3-
7531,HD 216520 b,HD 216520,1,0.19669999999999999,0.0014500000000000001,-0.0014500000000000001,10.310604999999999,1.0670899999999999,-1.098875,2,0.14,0.095,-0.09,90.0,0.0,0.0,,,,03
7543,Kepler-1038 b,Kepler-1038,1,0.515,0.0,0.0,13.881543172897246,10.20635260530505,-6.144986915944917,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7544,Kepler-1693 b,Kepler-1693,1,0.1015,0.0,0.0,1.3170117378007768,1.4537844127430284,-0.8200175464776793,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7545,GJ 887 c,GJ 887,1,0.12,0.004,-0.004,7.6,1.2,-1.2,2,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,,,,013
7577,Kepler-333 b,Kepler-333,1,0.0889,0.0,0.0,28.2,29.0,-24.1,2,0.0,0.0,0.0,88.24,0.0,0.0,,,,01+1-3+3-
7597,Kepler-153 c,Kepler-153,1,0.2337,0.0,0.0,7.092623919678713,5.474981668910688,-3.416929535903035,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7603,Kepler-387 c,Kepler-387,1,0.1032,0.0,0.0,1.0386481397431624,0.931473016520409,-0.5724931119302497,2,0.0,0.0,0.0,88.81,0.0,0.0,,,,01+1-23+3-
7608,Kepler-317 b,Kepler-317,1,0.0608,0.0,0.0,109.8,113.6,-95.9,2,0.0,0.0,0.0,88.81,0.0,0.0,,,,01+1-3+3-
7609,Kepler-280 b,Kepler-280,1,0.0318,0.0,0.0,2.7303694007489008,2.263372814870181,-1.5643809596181328,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
7618,Kepler-388 c,Kepler-388,1,0.094,0.0,0.0,0.777576720874336,0.2967783204356418,-0.23237434305743165,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7626,Kepler-238 d,Kepler-238,1,0.1116,0.0,0.0,7.589110025029534,4.004936863557871,-2.846654438455208,5,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7630,Kepler-241 c,Kepler-241,1,0.1871,0.0,0.0,8.0671353334608,2.93963726844661,-2.1966016663565933,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7634,Kepler-184 c,Kepler-184,1,0.1393,0.0,0.0,8.8,7.4,-5.7,3,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-3+3-
7637,Kepler-342 b,Kepler-342,1,0.1275,0.0,0.0,5.359236729491863,2.886237163508448,-2.2843029121807477,4,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7651,Kepler-292 c,Kepler-292,1,0.04535,0.0,0.0,3.9104484819676193,2.3392958071718484,-1.5928636308466073,5,0.0,0.0,0.0,88.81,0.0,0.0,,,,01+1-23+3-
7669,Kepler-245 e,Kepler-245,1,0.0397,0.0,0.0,4.120790707749748,2.8999137922839546,-2.385455608658157,4,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7680,Kepler-351 c,Kepler-351,1,0.2822,0.0,0.0,11.1,9.9,-7.6,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-3+3-
7683,Kepler-920 b,Kepler-920,1,0.0686,0.0,0.0,7.443096806045781,4.095633805854718,-2.6646048532312543,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
7684,Kepler-156 b,Kepler-156,1,0.053,0.0,0.0,7.0790276654900275,2.301525258697021,-1.8704867871996091,2,0.0,0.0,0.0,85.94,0.0,0.0,,,,01+1-23+3-
7686,Kepler-234 c,Kepler-234,1,0.0765,0.0,0.0,13.865137684705442,11.725426408517535,-6.882758492129736,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7689,Kepler-251 d,Kepler-251,1,0.1859,0.0,0.0,15.33845147747239,11.447823034915938,-6.873980817719234,4,0.0,0.0,0.0,88.24,0.0,0.0,,,,01+1-23+3-
7692,Kepler-253 d,Kepler-253,1,0.1291,0.0,0.0,11.214782932217563,5.098500539213838,-3.850877644459035,3,0.0,0.0,0.0,88.81,0.0,0.0,,,,01+1-23+3-
7700,HD 83443 c,HD 83443,1,8.0,0.8,-0.8,476.74261,158.9142,-63.56568,2,0.76,0.046,-0.047,90.0,0.0,0.0,,,,03
7705,HD 156668 b,HD 156668,1,0.05012,0.0006050000000000001,-0.00061,4.15,0.58,-0.58,2,0.22,0.076,-0.076,90.0,0.0,0.0,,,,03
7709,K2-158 c,K2-158,1,0.0622,0.0006,-0.0006,2.0787752959614005,0.8177150493490628,-0.6417469148580448,2,0.31066330191540814,0.0,0.0,88.405,1.156,-2.392,,,,0123
7710,K2-243 c,K2-243,1,0.1817,0.0022,-0.0024,5.091989299746367,2.3213789030277763,-1.2531529680615816,2,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,,,,0123
7711,K2-247 b,K2-247,1,0.0304,0.0004,-0.0004,5.458706596663983,2.1532290740113504,-1.386272195647801,2,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,,,,0123
7712,K2-254 b,K2-254,1,0.0448,0.0005,-0.0005,3.7954546451398423,2.168091638540215,-1.549404926114509,2,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,,,,0123
7713,K2-254 c,K2-254,1,0.0923,0.001,-0.001,5.813092693090887,2.142940245021159,-1.5206221063755256,2,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,,,,0123
7719,EPIC 206024342 b,EPIC 206024342,1,,,,3.3932443671240238,2.3458964289014936,-1.641752637888377,3,0.20543615100312596,0.0,0.0,90.0,2.0,-1.0,,,,0123
7726,EPIC 206024342 d,EPIC 206024342,1,,,,8.578102438798922,7.697180829625349,-4.250500376895393,3,0.20543615100312596,0.0,0.0,90.0,2.0,-1.0,,,,012
7727,HD 93963 A c,HD 93963 A,1,0.04813,0.00085,-0.00085,19.2,4.1,-4.1,2,0.31066330191540814,0.0,0.0,86.31,0.19,-0.19,,,,01
7728,EPIC 206024342 c,EPIC 206024342,1,,,,2.3192809117292645,2.151331183494359,-1.3899524854538603,3,0.20543615100312596,0.0,0.0,91.7,9.0,-9.0,,,,012
7729,HD 83443 b,HD 83443,1,0.0406,0.0006,-0.00061,126.491,6.3566,-6.3566,2,0.012,0.023,-0.023,90.0,0.0,0.0,,,,03
7733,K2-396 b,K2-396,1,,,,3.887011300144327,1.6221672923188755,-1.441148443023708,2,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,,,,0123
7749,Kepler-1610 b,Kepler-1610,1,0.0777,0.0,0.0,2.89236957897265,1.8953821218340101,-1.2444006463974329,2,0.0,0.0,0.0,88.81,0.0,0.0,,,,01+1-23+3-
7754,Kepler-1488 c,Kepler-1488,1,0.0656,0.0,0.0,0.5907040549711354,0.7357493659225015,-0.3618429508802766,2,0.0,0.0,0.0,87.66,0.0,0.0,,,,01+1-23+3-
7757,Kepler-1514 c,Kepler-1514,1,0.0969,0.0018,-0.0018,3.915487597715212,3.534272248393992,-2.9883713023527956,2,0.0,0.35,-0.19,88.81,1.2,-0.4,,,,02
7760,Kepler-598 b,Kepler-598,1,0.0438,0.0,0.0,3.4404404244792506,1.72869441427844,-1.2480154455417267,2,0.0,0.0,0.0,88.24,0.0,0.0,,,,01+1-23+3-
7764,Kepler-1312 b,Kepler-1312,1,0.0575,0.0,0.0,5.573540968784176,2.5667793028580927,-2.0587182154948014,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7777,Kepler-534 b,Kepler-534,1,0.1272,0.0,0.0,6.006964427129427,2.188615275303162,-1.6094909844934735,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7779,Kepler-1666 c,Kepler-1666,1,0.2383,0.0,0.0,9.808771678018807,7.227006143858812,-4.465551044469858,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7795,Kepler-1165 b,Kepler-1165,1,0.0905,0.0,0.0,2.8015507201344305,2.3632219602154216,-1.6478392779991262,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
7815,Kepler-1165 c,Kepler-1165,1,0.1949,0.0,0.0,5.15431574462475,3.3024900965524893,-2.705652043386964,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7821,Kepler-1315 b,Kepler-1315,1,0.0163,0.0,0.0,3.704538827707667,3.635074248966487,-2.83200332619481,2,0.0,0.0,0.0,88.24,0.0,0.0,,,,01+1-23+3-
7838,Kepler-633 c,Kepler-633,1,0.1636,0.0,0.0,7.015180492635354,6.633904658993448,-4.079721452713876,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7843,HD 68988 c,HD 68988,1,13.2,5.3,-2.0,4767.4261,889.91954,-476.74261,2,0.45,0.13,-0.081,90.0,0.0,0.0,,,,03
7844,Kepler-1468 d,Kepler-1468,1,0.1434,0.0,0.0,3.922046178960094,2.6094894383787666,-2.09628946758525,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7856,HD 107148 b,HD 107148,1,0.3179,0.0103,-0.010450000000000001,65.63008500000001,7.9453000000000005,-8.104215,2,0.11199999999999999,0.1205,-0.1225,90.0,0.0,0.0,,,,03
7859,HD 107148 c,HD 107148,1,0.1407,0.0018,-0.0019,19.89606,3.08294,-3.11472,2,0.34,0.13,-0.16,90.0,0.0,0.0,,,,03
7861,Kepler-647 c,Kepler-647,1,0.1831,0.0,0.0,8.56031296050709,3.6424276178674706,-2.8363292531125177,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7885,Kepler-595 c,Kepler-595,1,0.0983,0.0,0.0,3.3,1.7,-1.0,2,0.0,0.0,0.0,89.01,0.0,0.0,,,,01+1-3+3-
7900,Kepler-1073 b,Kepler-1073,1,0.0802,0.0,0.0,5.623566656050626,2.709601222608118,-2.1964566883788774,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7926,Kepler-196 c,Kepler-196,1,0.24505,0.0,0.0,6.657553786898174,5.686799890895032,-3.766285281058354,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7927,Kepler-196 d,Kepler-196,1,0.4698,0.0,0.0,18.35303397173338,21.057466363107906,-12.831420653162413,3,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
7929,Kepler-1266 b,Kepler-1266,1,0.1725,0.0,0.0,7.604408533284367,3.6122575564809765,-2.575690340258867,2,0.0,0.0,0.0,88.24,0.0,0.0,,,,01+1-23+3-
7932,Kepler-716 b,Kepler-716,1,0.0874,0.0,0.0,8.588225359046753,3.8220212398790014,-2.7429931549161033,2,0.0,0.0,0.0,88.81,0.0,0.0,,,,01+1-23+3-
7939,K2-396 c,K2-396,1,,,,11.035262695318181,2.9137318866810222,-2.652973978247868,2,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,,,,0123
7968,Kepler-1038 c,Kepler-1038,1,0.068,0.0,0.0,1.5338012696814995,1.463476389747478,-0.9115304423208819,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
7981,Kepler-607 c,Kepler-607,1,0.2122,0.0,0.0,9.77906324168713,12.251932633401452,-5.7093541338106775,2,0.0,0.0,0.0,87.66,0.0,0.0,,,,01+1-23+3-
7988,BD-11 4672 c,BD-11 4672,1,0.3,0.01,-0.01,15.37,2.97,-2.81,2,0.4,0.13,-0.15,90.0,0.0,0.0,,,,03
8004,Kepler-1073 c,Kepler-1073,1,0.048,0.0,0.0,3.025375895329699,2.105890834423526,-1.4229440709422834,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
8006,Kepler-418 c,Kepler-418,1,0.1054,0.0,0.0,23.594931295334188,19.343565440281008,-12.540085508975856,2,0.0,0.0,0.0,88.81,0.0,0.0,,,,01+1-23+3-
8020,Kepler-1666 b,Kepler-1666,1,0.1761,0.0,0.0,7.481379965317238,4.9475336305795565,-3.1860110495574157,2,0.0,0.0,0.0,88.81,0.0,0.0,,,,01+1-23+3-
8023,Kepler-598 c,Kepler-598,1,0.3576,0.0,0.0,9.274655174890327,3.464241784481029,-2.707550132975917,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
8026,Kepler-27 d,Kepler-27,1,0.0681,0.0,0.0,8.816983165900346,2.354050397170772,-2.049940631664448,3,0.0,0.0,0.0,84.8,0.0,0.0,,,,01+1-23+3-
8027,Kepler-1312 c,Kepler-1312,1,0.02,0.0,0.0,0.5829369578684869,0.514626282897463,-0.30067046058142655,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
8056,Kepler-1321 c,Kepler-1321,1,0.0302,0.0,0.0,10.740576041547868,3.2010293497104776,-2.703039850666231,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
8061,Kepler-616 b,Kepler-616,1,0.0927,0.0,0.0,7.06756197960992,4.033348497010337,-2.7596633026202086,3,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
8062,Kepler-616 c,Kepler-616,1,0.4024,0.0,0.0,12.640181005481633,9.580145105014054,-5.749086463399695,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
8066,HD 164922 c,HD 164922,1,0.341,0.0039,-0.0039,13.0,1.6,-1.6,4,0.12,0.11,-0.09,90.0,0.0,0.0,,,,03
8067,HD 164922 d,HD 164922,1,0.10264999999999999,0.0010999999999999998,-0.0010999999999999998,4.36782,0.83372,-0.83372,4,0.15,0.15000000000000002,-0.1,90.0,0.0,0.0,,,,03
8071,Kepler-1907 b,Kepler-1907,1,0.0565,0.0,0.0,0.9063538187990582,1.8607655458199628,-0.6710312624965133,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
8075,Kepler-1067 c,Kepler-1067,1,0.0585,0.0,0.0,2.2705732970887262,1.7907229270584284,-1.2019958764391077,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
8092,HD 164922 e,HD 164922,1,0.2292,0.0026,-0.0027,10.52012,0.98527,-0.98527,4,0.086,0.083,-0.06,90.0,0.0,0.0,,,,03
8093,HD 164922 b,HD 164922,1,2.115,0.03,-0.03,109.33297,10.0,-12.0,4,0.065,0.06,-0.05,90.0,0.0,0.0,,,,03
8094,HD 216520 c,HD 216520,1,0.528,0.01,-0.01,9.44,1.63,-1.63,2,0.12,0.08,-0.08,90.0,0.0,0.0,,,,03
8095,GJ 887 b,GJ 887,1,0.068,0.002,-0.002,4.2,0.6,-0.6,2,0.0,0.0,0.0,90.0,0.0,0.0,,,,01+1-3
8101,Kepler-589 c,Kepler-589,1,0.0426,0.0,0.0,1.2564562062932285,1.4599949962607568,-0.7617823106876858,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
