,pl_name,hostname,default_flag,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,sy_pnum,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,flag
3378,TOI-2525 c,TOI-2525,1,0.249,0.004,-0.004,208.81326,9.85268,-10.17051,2,0.157,0.008,-0.007,89.97,0.09,-0.09,,,,0
3381,TYC 8998-760-1 b,TYC 8998-760-1,1,162.0,0.0,0.0,5689.1396349999995,953.48761,-953.48761,2,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,,,,013
3382,TYC 8998-760-1 c,TYC 8998-760-1,1,320.0,0.0,0.0,2097.672265,270.15494,-270.15494,2,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,,,,013
3383,iot Dra c,iot Dra,1,19.4,10.0,-7.7,4958.12315,4449.5977,-1620.92488,2,0.455,0.12,-0.084,86.0,19.0,-19.0,,,,0
3400,GJ 1002 b,GJ 1002,1,0.0457,0.0013,-0.0013,1.08,0.13,-0.13,2,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,,,,013
3401,GJ 1002 c,GJ 1002,1,0.0738,0.0021,-0.0021,1.36,0.17,-0.17,2,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,,,,013
3402,HD 45364 b,HD 45364,1,0.6803,0.0016,-0.0015,59.830110000000005,1.97054,-2.00232,2,0.1177,0.0175,-0.0175,90.0,0.0,0.0,,,,03
3403,HD 45364 c,HD 45364,1,0.8996,0.001,-0.001,191.78965,2.38371,-2.35193,2,0.0582,0.0115,-0.011,90.0,0.0,0.0,,,,03
3410,HD 111232 b,HD 111232,1,1.97,0.04,-0.04,2269.3062,190.69704,-82.63539,2,0.2,0.01,-0.01,85.31049999999999,12.861,-15.0315,,,,0
3411,HD 30177 b,HD 30177,1,3.654,0.1325,-0.1385,2705.52118,273.3386,-211.197645,2,0.1915,0.018500000000000003,-0.021,85.393,14.354,-18.742,,,,0
3412,HD 72659 c,HD 72659,1,13.959,0.884,-0.861,5977.08102,1411.79378,-1524.30504,2,0.091,0.055,-0.048,14.279,4.366,-2.678,,,,0
3414,bet Pic b,bet Pic,1,9.04,0.61,-0.45499999999999996,3321.3235,1007.0424949999999,-657.111825,2,0.08,0.0805,-0.0465,88.9545,0.4,-0.395,,,,0
3422,TOI-561 b,TOI-561,1,0.0106,0.000115,-0.000115,2.12,0.295,-0.295,4,0.0,0.0,0.0,87.2,1.9,-2.1,,,,01+1-
3448,Kepler-352 c,Kepler-352,1,0.11815,0.0,0.0,2.0649796710400468,0.9607586405108917,-0.7195190747974913,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3489,Kepler-205 c,Kepler-205,1,0.1164,0.00426,-0.00426,3.772805489010918,1.7354195507531225,-1.372688737381392,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3500,K2-275 c,K2-275,1,0.08155,0.0027,-0.00545,6.467414437004428,1.9214913371599645,-1.4401620587977844,2,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,,,,0123
3501,TOI-238 c,TOI-238,1,0.0749,0.0013,-0.0013,6.7,1.1,-1.1,2,0.36,0.0,0.0,87.938,0.089,-0.089,,,,01+1-
3538,HD 190360 b,HD 190360,1,3.9625000000000004,0.2,-0.2,476.2605,41.32,-41.32,2,0.3337,0.0195,-0.0195,80.2,23.2,-23.2,,,,0
3544,YZ Cet c,YZ Cet,1,0.0209,0.00046,-0.00054,0.98,0.11,-0.11,3,0.04,0.22999999999999998,-0.08,90.0,0.0,0.0,,,,03
3548,CoRoT-7 c,CoRoT-7,1,0.0455,0.001,-0.001,13.289,0.9,-0.9,3,0.06,0.06,-0.06,80.0,,,,,,0
3551,CoRoT-7 b,CoRoT-7,1,0.017,0.000365,-0.000365,5.27,0.95,-0.95,3,0.0,0.07,-0.07,80.1,0.51,-0.3,,,,0
3557,CoRoT-7 d,CoRoT-7,1,,,,17.142,2.552,-2.552,3,0.20543615100312596,0.0,0.0,90.0,0.0,0.0,,,,013
3581,Kepler-462 b,Kepler-462,1,0.4731,0.0,0.0,53.9,104.6,-23.8,2,0.0,0.0325,-0.0135,89.95,0.05,-0.05,72.0,3.0,-3.0,0
3582,Kepler-394 d,Kepler-394,1,0.0647,0.0,0.0,3.0805845039636877,2.7776240639028247,-2.090695589134418,3,0.0,0.0,0.0,88.81,0.0,0.0,,,,01+1-23+3-
3614,TOI-4010 e,TOI-4010,1,1.57,0.12,-0.13,692.0,66.0,-63.0,4,0.26,0.04,-0.04,90.0,0.0,0.0,,,,03
3616,TOI-1694 b,TOI-1694,1,,,,26.1,2.2,-2.2,2,0.0,0.0,0.0,88.17,1.15,-1.19,,,,01+1-
3617,TOI-1694 c,TOI-1694,1,,,,333.71983,15.89142,-15.89142,2,0.18,0.048,-0.048,90.0,0.0,0.0,,,,03
3618,TOI-1749 c,TOI-1749,1,0.0443,0.0008,-0.0008,14.0,0.0,0.0,3,0.019,0.0,0.0,88.8,1.0,-0.3,,,,01+1-2+2-
3635,KOI-984 c,KOI-984,1,0.11315,0.0015,-0.0015,116.9,21.0,-21.0,2,0.2,0.013000000000000001,-0.013000000000000001,90.0,0.0,0.0,,,,03
3645,Kepler-647 b,Kepler-647,1,0.1224,0.0,0.0,1.515487448800513,0.9101758801866886,-0.6256070699896722,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3651,Kepler-865 c,Kepler-865,1,0.061,0.0,0.0,0.7123826657140526,1.0330788958611317,-0.4764078462228436,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3652,Kepler-880 c,Kepler-880,1,0.1134,0.0,0.0,5.945254163162108,4.164802259557732,-2.9697673604501644,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3653,Kepler-896 c,Kepler-896,1,0.1791,0.0,0.0,11.24723099162632,8.342464905758582,-5.10884465820768,2,0.0,0.0,0.0,81.36,0.0,0.0,,,,01+1-23+3-
3660,Kepler-1491 c,Kepler-1491,1,0.3064,0.0,0.0,5.373328692965101,2.5643116055806727,-2.0626421126339407,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3665,Kepler-1518 c,Kepler-1518,1,0.0905,0.0,0.0,10.457025625305405,12.142282000386508,-5.639281339158401,2,0.0,0.0,0.0,77.92,0.0,0.0,,,,01+1-23+3-
3667,Kepler-347 d,Kepler-347,1,0.3893,0.0,0.0,4.0733341431961145,2.609831924413472,-2.0745334784970924,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3669,Kepler-616 d,Kepler-616,1,0.2749,0.0,0.0,7.7813034887543004,5.044668679577811,-3.1822626506385623,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3670,Kepler-196 b,Kepler-196,1,0.14105,0.0,0.0,5.780279398957414,4.780922303492553,-3.508651916342228,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3687,K2-133 c,K2-133,1,0.044204999999999994,0.00167,-0.001675,3.783931690328645,1.2293537922937894,-1.3660920520098152,4,0.15319315421743498,0.0,0.0,88.43,0.095,-0.12,,,,012
3692,KOI-984 b,KOI-984,1,0.0516,0.0006,-0.0006,8.51896517391866,2.42119957587858,-2.0881593603112076,2,0.0,0.011,-0.011,89.95,,,,,,02
3694,Kepler-1801 c,Kepler-1801,1,0.4572,0.0,0.0,12.972823687255739,10.360273067635829,-6.265045608996627,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3699,Kepler-1814 c,Kepler-1814,1,0.0133,0.0,0.0,4.147538833624583,3.862196752268395,-2.9931333846316655,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3703,Kepler-1181 c,Kepler-1181,1,0.0928,0.0,0.0,3.670602117862759,3.4093062012230084,-2.7411995145904706,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3721,Kepler-281 d,Kepler-281,1,0.5456,0.0,0.0,22.3638659996447,17.132709197741203,-10.913913117816403,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3748,TOI-1246 c,TOI-1246,1,0.061,0.002,-0.002,8.8,1.2,-1.2,4,0.15319315421743498,0.0,0.0,89.3,0.5,-0.5,,,,01
3749,Kepler-381 d,Kepler-381,1,0.0867,0.0,0.0,2.1876797152654586,2.7291271514080995,-1.5756607630405732,3,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3751,Kepler-394 b,Kepler-394,1,0.082,0.0,0.0,3.8884145739751204,2.7974164983668035,-2.2871240041361665,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3753,Kepler-1266 c,Kepler-1266,1,0.0531,0.0,0.0,3.3489208946551665,2.1566912134909018,-1.3934633223543644,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3758,GJ 687 c,GJ 687,1,1.165,0.023,-0.023,16.0,4.1,-4.1,2,0.4,0.22,-0.22,90.0,0.0,0.0,,,,03
3790,Kepler-1869 c,Kepler-1869,1,0.0302,0.0,0.0,3.441177945747806,2.829346920270461,-2.302918470040126,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3793,Kepler-763 d,Kepler-763,1,0.0654,0.0,0.0,3.539374449371243,2.113023048906822,-1.4665914184883322,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3794,Kepler-763 c,Kepler-763,1,0.048,0.0,0.0,2.594850723902256,1.681889205219075,-1.1498582226938125,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3795,Kepler-784 c,Kepler-784,1,0.1329,0.0,0.0,4.839501688280146,2.960991552053769,-2.4968852200500686,2,0.0,0.0,0.0,84.8,0.0,0.0,,,,01+1-23+3-
3797,Kepler-290 d,Kepler-290,1,0.0154,0.0,0.0,0.592658601457717,0.34414468021656885,-0.229411779357035,3,0.0,0.0,0.0,87.09,0.0,0.0,,,,01+1-23+3-
3826,Kepler-27 c,Kepler-27,1,0.1934,0.0,0.0,2203.535,3.2,-3.7,3,0.0,0.0,0.0,88.81,0.0,0.0,,,,01+1-3+3-
3830,Kepler-1987 e,Kepler-1987,1,0.0764,0.0,0.0,5.059010488478979,2.419033704729439,-1.380727602572854,4,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3833,Kepler-1987 c,Kepler-1987,1,0.0427,0.0,0.0,3.197475583303089,1.308527116518619,-1.0354554353432155,4,0.0,0.0,0.0,87.09,0.0,0.0,,,,01+1-23+3-
3834,Kepler-1987 b,Kepler-1987,1,0.0318,0.0,0.0,2.0513384428778614,0.7334109651719851,-0.5865119788381394,4,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3862,Kepler-1801 b,Kepler-1801,1,0.0915,0.0,0.0,10.635347141648332,8.279252307293778,-4.654915483835162,2,0.0,0.0,0.0,87.09,0.0,0.0,,,,01+1-23+3-
3863,Kepler-1814 b,Kepler-1814,1,0.0371,0.0,0.0,8.178711076628247,9.704087720355286,-5.085339043306918,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3864,Kepler-1869 b,Kepler-1869,1,0.0854,0.0,0.0,5.481131645265786,3.966170921923454,-3.073530849951283,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
