,pl_name,hostname,default_flag,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,sy_pnum,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,flag
3332,Kepler-616 d,Kepler-616,1,0.2749,0.0,0.0,7.802031193798827,4.774462134455099,-3.1395630842864755,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3333,Kepler-196 b,Kepler-196,1,0.14105,0.0,0.0,5.8055599581151265,4.5858573965270635,-3.5846586547017805,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3359,Kepler-49 c,Kepler-49,1,0.0784,0.003,-0.003,7.1000000000000005,2.1,-1.85,4,0.0,0.0,0.0,85.94,0.0,0.0,,,,01+1-3+3-
3360,K2-133 c,K2-133,1,0.044204999999999994,0.00167,-0.001675,3.7780803884574654,1.2457178244576097,-1.4023574451346477,4,0.15319315421743498,0.0,0.0,88.43,0.095,-0.12,,,,012
3365,KOI-984 b,KOI-984,1,0.0516,0.0006,-0.0006,8.562269927748854,2.6013447813146,-2.115209251077723,2,0.0,0.011,-0.011,89.95,,,,,,02
3367,Kepler-1801 c,Kepler-1801,1,0.4572,0.0,0.0,12.720890277900128,10.350530954817742,-6.0577735062191085,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3372,Kepler-1814 c,Kepler-1814,1,0.0133,0.0,0.0,4.209450464295237,3.922184333080427,-3.131759705030854,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3376,Kepler-1181 c,Kepler-1181,1,0.0928,0.0,0.0,3.6444597085449484,3.4154851287265497,-2.72401361896864,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3394,Kepler-281 d,Kepler-281,1,0.5456,0.0,0.0,22.364283664845672,16.131463776804807,-10.777401920239322,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3421,TOI-1246 c,TOI-1246,1,0.061,0.002,-0.002,8.8,1.2,-1.2,4,0.15319315421743498,0.0,0.0,89.3,0.5,-0.5,,,,01
3423,Kepler-381 d,Kepler-381,1,0.0867,0.0,0.0,2.2230253007721954,2.7116548965703844,-1.6268984546400052,3,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3425,Kepler-394 b,Kepler-394,1,0.082,0.0,0.0,3.773902666139511,2.8706202541827874,-2.24591664390812,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3427,Kepler-1266 c,Kepler-1266,1,0.0531,0.0,0.0,3.4238648865063093,2.1822016477756083,-1.4847836449610616,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3432,GJ 687 c,GJ 687,1,1.165,0.023,-0.023,16.0,4.1,-4.1,2,0.4,0.22,-0.22,90.0,0.0,0.0,,,,03
3466,Kepler-1869 c,Kepler-1869,1,0.0302,0.0,0.0,3.367435527633839,2.9292871948285764,-2.270712223032772,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3469,Kepler-763 d,Kepler-763,1,0.0654,0.0,0.0,3.500255873773378,2.0443752932860964,-1.4229944060036455,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3470,Kepler-763 c,Kepler-763,1,0.048,0.0,0.0,2.6113311473922156,1.7014907097532426,-1.159407308676722,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3471,Kepler-784 c,Kepler-784,1,0.1329,0.0,0.0,4.829100130829465,2.862462375823023,-2.536503743558389,2,0.0,0.0,0.0,84.8,0.0,0.0,,,,01+1-23+3-
3475,Kepler-290 d,Kepler-290,1,0.0154,0.0,0.0,0.6013979914889105,0.3239491391850817,-0.2364471512280969,3,0.0,0.0,0.0,87.09,0.0,0.0,,,,01+1-23+3-
3505,Kepler-27 c,Kepler-27,1,0.1934,0.0,0.0,2203.535,3.2,-3.7,3,0.0,0.0,0.0,88.81,0.0,0.0,,,,01+1-3+3-
3509,Kepler-1987 e,Kepler-1987,1,0.0764,0.0,0.0,5.065703362840942,2.2937306445174857,-1.3779967219121452,4,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3513,Kepler-1987 c,Kepler-1987,1,0.0427,0.0,0.0,3.1647165074565944,1.3736867783047133,-1.0301108740428906,4,0.0,0.0,0.0,87.09,0.0,0.0,,,,01+1-23+3-
3514,Kepler-1987 b,Kepler-1987,1,0.0318,0.0,0.0,2.0471164612996615,0.7307516443980431,-0.5812337455536702,4,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3545,Kepler-1801 b,Kepler-1801,1,0.0915,0.0,0.0,10.79031628753441,8.404864110716666,-4.780988627834032,2,0.0,0.0,0.0,87.09,0.0,0.0,,,,01+1-23+3-
3546,Kepler-1814 b,Kepler-1814,1,0.0371,0.0,0.0,7.980973432896578,10.00895712773089,-4.91844226700349,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3547,Kepler-1869 b,Kepler-1869,1,0.0854,0.0,0.0,5.453132983386538,3.9761271141624333,-3.1063085948898186,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3548,Kepler-1921 b,Kepler-1921,1,0.1557,0.0,0.0,6.30424882378498,5.370184369840964,-3.5466878891403253,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3549,Kepler-1894 b,Kepler-1894,1,0.0385,0.0,0.0,1.911100247654276,1.8937292263903016,-1.1832205986012516,2,0.0,0.0,0.0,88.81,0.0,0.0,,,,01+1-23+3-
3574,K2-398 c,K2-398,1,,,,33.62719728859858,12.442239394133765,-12.033016940950144,2,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,,,,0123
3581,Kepler-1991 c,Kepler-1991,1,0.1549,0.0,0.0,5.8089310724094805,2.8814295157277066,-2.2234343462254254,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3582,Kepler-1991 b,Kepler-1991,1,0.108,0.0,0.0,1.9315986556728864,1.6599808764990294,-1.0783319154447373,2,0.0,0.0,0.0,88.24,0.0,0.0,,,,01+1-23+3-
3585,Kepler-1987 d,Kepler-1987,1,0.0571,0.0,0.0,9.623968463655434,3.369819206195693,-2.6572223387391887,4,0.0,0.0,0.0,87.66,0.0,0.0,,,,01+1-23+3-
3586,Kepler-1669 b,Kepler-1669,1,0.0729,0.0,0.0,6.6431226958923215,2.925951067078355,-2.142356777663422,3,0.0,0.0,0.0,88.81,0.0,0.0,,,,01+1-23+3-
3587,Kepler-416 c,Kepler-416,1,0.1038,0.0,0.0,7.33601248059099,3.9036327445164956,-2.62560945352714,3,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3590,Kepler-549 c,Kepler-549,1,0.4416,0.0,0.0,9.899015442824407,7.112962872068643,-4.34899772760844,3,0.0,0.0,0.0,88.81,0.0,0.0,,,,01+1-23+3-
3591,Kepler-1610 c,Kepler-1610,1,0.2323,0.0,0.0,5.099115566520211,2.6602987290413207,-2.14421822915318,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3616,TOI-4600 b,TOI-4600,1,0.349,0.021,-0.021,959.84179,0.0,0.0,2,0.25,0.33,-0.17,89.76,0.14,-0.1,,,,02+2-
3617,Kepler-125 c,Kepler-125,1,0.051199999999999996,0.0,0.0,0.47112068723124617,0.2432681760011572,-0.1749339219822843,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3630,Kepler-46 b,Kepler-46,1,0.1956,0.0014999999999999998,-0.00145,1094.139775,118.86842,-109.01569,3,0.0,0.00845,-0.0089,89.23,0.10750000000000001,-0.10350000000000001,,,,0
3633,Kepler-249 b,Kepler-249,1,0.0331,0.00143,-0.00143,1.123890520817281,0.6649862036508245,-0.4567026884710551,3,0.0,0.0,0.0,84.8,0.0,0.0,,,,01+1-23+3-
3651,Kepler-1067 b,Kepler-1067,1,0.0158,0.0,0.0,0.2869491035901458,0.19004491023866132,-0.12184941594555648,2,0.0,0.0,0.0,86.52,0.0,0.0,,,,01+1-23+3-
3654,Kepler-305 d,Kepler-305,1,0.1186,0.0,0.0,9.1,6.1,-3.8,4,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-3+3-
3660,K2-389 c,K2-389,1,,,,5.186406575459103,2.1906001934012087,-1.2760950520573022,2,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,,,,0123
3661,Kepler-27 b,Kepler-27,1,0.1201,0.0,0.0,1468.555,5.0,-5.9,3,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-3+3-
3670,Kepler-49 d,Kepler-49,1,0.03,0.00114,-0.00114,3.9743058257083916,1.6825276981524118,-1.4825015670073616,4,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3685,Kepler-1996 b,Kepler-1996,1,0.1726,0.0,0.0,4.319280419640341,2.4517783200681444,-1.4370349160052927,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3686,Kepler-2001 b,Kepler-2001,1,0.0197,0.0,0.0,0.9939721472755754,0.5024687639129752,-0.3622039935347686,2,0.0,0.0,0.0,86.52,0.0,0.0,,,,01+1-23+3-
3687,Kepler-2000 b,Kepler-2000,1,0.0565,0.0,0.0,7.488844230274415,3.180136233381223,-2.30836059360551,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3698,HD 105618 b,HD 105618,1,0.091,0.004,-0.004,25.42627,2.2248,-2.54263,2,0.455,0.041,-0.038,31.968,3.441,-3.897,,,,03
3699,HD 11506 c,HD 11506,1,0.7355,0.02,-0.0265,123.47666000000001,15.414724999999999,-16.527124999999998,3,0.2365,0.061,-0.0635,82.004,25.098,-21.421,,,,03
3700,HD 125612 d,HD 125612,1,4.06,0.20450000000000002,-0.212,2286.0,295.89899,-218.50777,3,0.1172,0.012,-0.012,88.195,16.306,-15.98,,,,0
3702,Teegarden's Star d,Teegarden's Star,1,0.0791,0.0025,-0.0027,0.82,0.17,-0.17,3,0.07,0.1,-0.05,90.0,0.0,0.0,,,,03
3703,Kepler-49 b,Kepler-49,1,0.0595,0.00227,-0.00227,8.3,1.9,-1.65,4,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-3+3-
3708,Kepler-236 c,Kepler-236,1,0.1325,0.00489,-0.00489,4.625490202500652,2.518988663177666,-1.531233600161804,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3715,Kepler-529 d,Kepler-529,1,0.2113,0.0,0.0,4.0012572496679635,2.5069033316417713,-1.92522718369566,3,0.0,0.0,0.0,88.24,0.0,0.0,,,,01+1-23+3-
3722,HD 137496 b,HD 137496,1,0.02732,0.00019,-0.00019,4.04,0.55,-0.55,2,0.0,0.0,0.0,85.8,2.6,-2.2,,,,01+1-
3725,HD 156098 c,HD 156098,1,8.415,0.396,-0.629,1661.60691,615.95145,-409.04516,2,0.391,0.04,-0.051,23.462,22.352,0.0,,,,0
3726,HD 25912 b,HD 25912,1,0.242,0.009,-0.01,38.13941,4.13177,-4.13177,2,0.05,0.039,-0.034,88.333,7.701,-5.134,,,,03
3727,HD 93351 c,HD 93351,1,11.154,2.956,-0.949,4154.01728,633.43202,-432.56446,2,0.109,0.046,-0.041,14.636,1.039,-1.177,,,,0
3728,HD 203387 c,HD 203387,1,5.067,0.204,-0.196,2378.94563,1079.02744,-702.40078,2,0.202,0.125,-0.101,158.462,6.927,-9.058,,,,0
3730,HD 27894 d,HD 27894,1,5.405,0.16249999999999998,-0.1405,1892.35465,194.829005,-249.019525,3,0.366,0.059,-0.027999999999999997,101.524,14.742,-31.503,,,,0
3732,HD 125612 b,HD 125612,1,1.37,0.054,-0.059,985.273,77.86796,-81.99973,3,0.4553,0.01,-0.01,88.195,16.306,-15.98,,,,03
3733,HD 153557 d,HD 153557,1,21.449,1.487,-1.746,8725.66109,1130.19782,-1111.12811,3,0.152,0.06,-0.047,14.324,0.964,-0.935,,,,0
3734,GJ 676 A d,GJ 676 A,1,0.040150000000000005,0.0012000000000000001,-0.0012000000000000001,4.4,0.31783,-0.31783,4,0.192,0.09,-0.09,33.69,1.362,-1.324,,,,03
3735,HD 151450 b,HD 151450,1,0.16,0.007,-0.008,38.45724,6.03874,-7.94571,2,0.496,0.117,-0.104,42.369,11.085,-8.858,,,,03
3736,GJ 2030 b,GJ 2030,1,0.034,0.001,-0.002,4.76743,0.63566,-0.63566,2,0.239,0.075,-0.058,16.999,2.935,-2.535,,,,03
3738,HD 18143 b,HD 18143,1,0.088,0.003,-0.004,10.80617,1.58914,-2.2248,2,0.224,0.171,-0.122,35.98,2.853,-1.948,,,,03
3740,GJ 229 b,GJ 229,1,0.97,0.031,-0.031,14.93794,2.033,-2.033,2,0.1,0.105,-0.1,90.0,0.0,0.0,,,,03
3743,HD 12235 c,HD 12235,1,22.21,3.866,-2.766,3135.69506,1013.87262,-566.05239,2,0.174,0.11,-0.154,47.738,12.651,-11.804,,,,0
3745,BD-210397 b,BD-210397,1,2.63,0.06,-0.05,214.0,31.0,-32.0,2,0.1,0.1,-0.1,33.0,5.0,-4.0,,,,03
3747,BD-210397 c,BD-210397,1,5.9,1.75,-0.3,1142.2881750000001,337.84852,-133.34852,2,0.265,0.125,-0.07500000000000001,33.0,5.0,-4.0,,,,0
3749,HD 219828 c,HD 219828,1,5.79,0.319,-0.32599999999999996,4799.233,731.009,-403.64208,2,0.811,0.004,-0.004,122.816,11.012,-69.974,,,,0
3754,HD 28185 c,HD 28185,1,13.176,0.518,-0.689,6241.83209,720.19917,-679.19931,2,0.12,0.021,-0.022,57.65,8.146,-5.747,,,,0
3767,Kepler-1488 b,Kepler-1488,1,0.2278,0.0,0.0,4.0366005825826266,2.5360963505155665,-2.123991427713758,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3768,Kepler-352 d,Kepler-352,1,0.0665,0.0,0.0,0.22328568554881098,0.12076915057007001,-0.08403499808251139,3,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3779,Kepler-1321 d,Kepler-1321,1,0.0566,0.0,0.0,9.350574206241683,2.810887463003443,-2.2992908409080703,3,0.0,0.0,0.0,87.66,0.0,0.0,,,,01+1-23+3-
3792,Kepler-107 b,Kepler-107,1,0.0441,0.000355,-0.000355,3.655,1.6600000000000001,-1.6099999999999999,4,0.0,0.2,-0.02,87.66,0.67,-0.67,,,,0
3793,Kepler-323 b,Kepler-323,1,0.0288,0.00068,-0.00068,344.15,494.2,-293.5,2,0.0,0.0,0.0,88.84,1.5,-3.9,,,,01+1-
3794,K2-36 b,K2-36,1,0.022940000000000002,0.000295,-0.000295,4.1,1.25,-1.25,2,0.0465,0.0,0.0,85.37950000000001,1.2000000000000002,-1.44,,,,01+1-
3795,K2-38 b,K2-38,1,0.050449999999999995,0.000715,-0.000715,9.85,2.05,-2.0,2,0.1535,0.067,-0.06,87.82,1.025,-1.315,,,,0
3796,K2-38 c,K2-38,1,0.09615,0.0014,-0.0014,8.3,1.4,-1.3,2,0.1235,0.096,-0.078,87.68,0.31,-0.28,,,,0
3797,K2-111 b,K2-111,1,0.057,0.0012,-0.0012,5.58,0.76,-0.77,2,0.1,0.13,-0.09,86.43,0.685,-0.605,,,,0
3800,Kepler-595 b,Kepler-595,1,0.1648,0.0,0.0,17.4,7.1,-3.8,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-3+3-
3804,Kepler-281 b,Kepler-281,1,0.1166,0.0,0.0,6.42486397040752,3.499987989174267,-2.491822278133368,3,0.0,0.0,0.0,88.81,0.0,0.0,,,,01+1-23+3-
3805,TOI-942 b,TOI-942,1,0.04866,0.0007,-0.00065,421.179,0.0,0.0,2,0.285,0.1165,-0.11950000000000001,89.966,0.34,-0.51,2.0,27.0,-23.0,02+2-
3806,TOI-942 c,TOI-942,1,0.08598,0.0012,-0.0011,415.7875,0.0,0.0,2,0.175,0.1845,-0.1315,89.2,0.6,-0.42,,,,02+2-
3819,Kepler-1990 b,Kepler-1990,1,0.0284,0.0,0.0,16.029593020342013,9.153468185504792,-6.1542550965455405,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3828,Kepler-633 b,Kepler-633,1,0.0824,0.0,0.0,5.966770394094011,4.844649337680465,-3.543229282990575,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
3830,HD 38529 c,HD 38529,1,3.716,0.14550000000000002,-0.152,4195.2,123.95,-123.95,2,0.3506,0.0069,-0.0069,104.559,6.393,-8.722,,,,0
3834,HD 74156 b,HD 74156,1,0.29164500000000004,0.004,-0.004,565.394,15.89,-15.89,2,0.636,0.0085,-0.007549999999999999,86.981,7.8004999999999995,-36.0625,,,,03
3835,HD 115404 A b,HD 115404 A,1,0.088,0.003,-0.004,30.82936,6.35657,-6.99222,2,0.232,0.197,-0.138,25.791,1.842,-2.157,,,,03
3839,HD 156098 b,HD 156098,1,0.167,0.008,-0.009,15.89142,3.49611,-1.27131,2,0.109,0.101,-0.048,23.462,22.352,0.0,,,,03
3840,HD 12235 b,HD 12235,1,0.054,0.002,-0.002,10.48834,1.27131,-1.58914,2,0.376,0.11,-0.254,47.738,12.651,-11.804,,,,03
3841,HD 153557 b,HD 153557,1,0.068,0.003,-0.003,20.34102,1.90697,-2.2248,3,0.065,0.053,-0.037,14.324,0.964,-0.935,,,,03
3844,HD 155918 b,HD 155918,1,0.03,0.001,-0.001,7.62788,0.95349,-1.27131,2,0.194,0.197,-0.129,31.771,2.806,-2.131,,,,03
3850,HD 168443 b,HD 168443,1,0.2954,0.008,-0.012,2475.6789900000003,139.20700499999998,-143.49769,2,0.5297499999999999,0.001065,-0.001015,91.218,22.283,-16.088,,,,03
3852,HD 183263 c,HD 183263,1,5.6375,0.169,-0.1805,2529.91412,174.8,-174.8,2,0.0595,0.01,-0.01,73.718,63.943,-32.077,,,,0
3853,HD 217786 c,HD 217786,1,0.038,0.002,-0.002,7.31005,0.63566,-0.63566,2,0.399,0.169,-0.218,47.4835,1.8505,-1.443,,,,03
3856,HD 11506 d,HD 11506,1,12.235,1.571,-1.762,2346.52713,640.42424,-344.84382,3,0.061,0.028,-0.022,82.004,25.098,-21.421,,,,0
3860,HD 43197 b,HD 43197,1,0.901,0.022500000000000003,-0.0295,183.224555,27.33354,-13.982880000000002,2,0.786,0.0335,-0.013999999999999999,11.42,5.388,-3.07,,,,03
3863,GJ 676 A e,GJ 676 A,1,0.184,0.006500000000000001,-0.006500000000000001,8.1,0.7,-0.7,4,0.152,0.119,-0.087,33.69,1.362,-1.324,,,,03
3865,HD 219828 b,HD 219828,1,0.0495,0.002,-0.002,19.8,2.3837200000000003,-2.3837200000000003,2,0.059,0.036,-0.036,122.816,11.012,-69.974,,,,03
3866,HD 203387 b,HD 203387,1,1.771,0.056,-0.062,1106.04286,187.20093,-168.76688,2,0.732,0.049,-0.049,158.462,6.927,-9.058,,,,03
3867,HD 30177 c,HD 30177,1,10.074,0.7875000000000001,-0.76,2185.07635,700.4962800000001,-546.826245,2,0.1295,0.07250000000000001,-0.07650000000000001,98.016,16.025,-24.235,,,,0
3871,HD 81817 c,HD 81817,1,2.325,0.087,-0.095,7185.78245,590.84301,-596.24609,2,0.095,0.058,-0.044,95.594,29.637,-35.307,,,,03
3876,HD 183263 b,HD 183263,1,1.508,0.041499999999999995,-0.044,1172.74,80.887505,-82.63130000000001,2,0.3728,0.009,-0.009,73.718,63.943,-32.077,,,,03
3879,HD 93351 b,HD 93351,1,0.035,0.001,-0.002,3.49611,0.63566,-0.95349,2,0.549,0.141,-0.286,14.636,1.039,-1.177,,,,03
3881,HD 81817 b,HD 81817,1,3.2664999999999997,0.1125,-0.1155,8140.8784,1882.6582400000002,-443.531215,2,0.1335,0.08,-0.0635,95.594,29.637,-35.307,,,,0
3882,HD 43197 c,HD 43197,1,8.54,2.334,-1.584,2500.67391,559.378,-508.20762,2,0.149,0.112,-0.087,11.42,5.388,-3.07,,,,0
3883,HD 217786 b,HD 217786,1,2.38,0.04,-0.04,4402.55909,402.68859,-416.67304,2,0.3158,0.0082,-0.008,47.4835,1.8505,-1.443,,,,0
3884,HD 66428 c,HD 66428,1,16.204,10.4725,-4.4334999999999996,4571.008150000001,4037.0564249999998,-2708.05694,2,0.2635,0.1635,-0.129,93.938,57.003,-55.476,,,,0
3889,HD 73583 b,HD 73583,1,0.0604,0.002,-0.002,13.05,4.35,-3.5,2,0.192,0.11,-0.061,89.428,0.38,-0.441,,,,0
3893,HD 73583 c,HD 73583,1,0.12375,0.0034999999999999996,-0.00345,16.1,3.4,-3.6,2,0.0865,0.12,-0.063,89.66499999999999,0.23,-0.255,,,,0
3898,gam Lib c,gam Lib,1,2.2439999999999998,0.052000000000000005,-0.051500000000000004,1559.1109000000001,90.581455,-91.69384,2,0.061,0.0335,-0.027,90.0,0.0,0.0,,,,03
3899,nu Oph b,nu Oph,1,1.79,0.0,0.0,7057.73298,29.24021,-17.79839,2,0.1256,0.003,-0.004,90.0,0.0,0.0,,,,03+3-
3900,HD 47366 c,HD 47366,1,1.853,0.045,-0.045,591.1638,38.1396,-44.4962,2,0.161,0.067,-0.08,90.0,0.0,0.0,,,,03
3902,HD 219134 c,HD 219134,1,0.064816,0.0008,-0.0008,3.527905,0.52748,-0.52748,6,0.07100000000000001,0.12,-0.039,87.292,0.0795,-0.0795,,,,0
3905,Kepler-32 b,Kepler-32,1,0.0514,0.00143,-0.00143,656.2,3.6,-3.1,5,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-3+3-
3907,HD 113337 b,HD 113337,1,0.9710000000000001,0.0725,-0.076,985.273,76.28,-76.28,2,0.37,0.038,-0.0405,57.478,4.552,-3.652,,,,03
3908,Kepler-127 c,Kepler-127,1,0.2001,0.0,0.0,6.526023716507204,1.8986420204987198,-1.3936008313323072,3,0.0,0.14,-0.03,89.95,0.0,0.0,,,,023+3-
3916,Kepler-501 c,Kepler-501,1,0.0471,0.0,0.0,2.829718755985376,2.3962482216016068,-1.6100394423640332,2,0.0,0.0,0.0,88.81,0.0,0.0,,,,01+1-23+3-
3926,Kepler-1090 b,Kepler-1090,1,0.619,0.0,0.0,7.301849298741845,5.175821438132227,-3.3496147770547506,2,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3927,BD-11 4672 b,BD-11 4672,1,2.32,0.05500000000000001,-0.05500000000000001,187.51475,15.89075,-17.4799,2,0.05,0.055,-0.035,90.0,0.0,0.0,,,,03
3928,K2-395 b,K2-395,1,,,,7.463671290944943,2.230694515113881,-1.7970126245399785,2,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,,,,0123
3940,HR 858 b,HR 858,1,0.048,0.001,-0.0011,4.619507301574155,3.4820492968762906,-1.0451555168136726,3,0.3,0.0,0.0,85.5,1.5,-0.5,,,,01+1-2
3955,Kepler-48 e,Kepler-48,1,1.898275,0.0,0.0,672.1631150000001,22.43034,-22.43034,5,0.003142,0.028616,-0.028616,90.0,0.0,0.0,,,,03
3956,HD 215497 b,HD 215497,1,0.0485,0.0,0.0,6.4783,3.1783,-3.1783,2,0.16,0.09,-0.09,90.0,,,,,,03
3958,HD 114783 b,HD 114783,1,1.1665,0.019,-0.019,328.45837,19.07,-19.07,2,0.113,0.0325,-0.0325,90.0,0.0,0.0,,,,03
3960,HIP 29442 c,HIP 29442,1,0.0436,0.0006,-0.0007,4.5,0.3,-0.3,3,0.20543615100312596,0.0,0.0,86.3,0.8,-0.6,,,,01
3961,HD 136352 b,HD 136352,1,0.0964,0.0028,-0.0028,4.72,0.45,-0.44,3,0.079,0.07400000000000001,-0.0665,88.675,0.35500000000000004,-0.22499999999999998,,,,0
3964,Kepler-32 f,Kepler-32,1,0.0129,0.0002,-0.0002,3.193513919166308,1.3516328755116476,-1.036240745444203,5,0.0,0.0,0.0,66.46,0.0,0.0,,,,01+1-23+3-
3965,Kepler-49 e,Kepler-49,1,0.11195,0.0,0.0,3.6820232625671876,1.4751338839902033,-1.287779848711358,4,0.0,0.0,0.0,89.95,0.0,0.0,,,,01+1-23+3-
3966,Kepler-127 b,Kepler-127,1,0.1245,0.0,0.0,3.3451108486770416,0.6002147281053825,-0.8236657011183497,3,0.0,0.06,-0.39,89.38,0.0,0.0,,,,023+3-
3971,TOI-178 f,TOI-178,1,0.1039,0.0031,-0.0031,7.72,1.67,-1.52,6,0.10130392540225952,0.0,0.0,88.723,0.071,-0.069,,,,01
3972,HD 136352 c,HD 136352,1,0.1721,0.005,-0.005,11.24,0.73,-0.69,3,0.037,0.0445,-0.027999999999999997,88.61449999999999,0.0485,-0.051000000000000004,,,,0
3976,TOI-178 d,TOI-178,1,0.0592,0.0018,-0.0018,3.01,0.8,-1.03,6,0.10130392540225952,0.0,0.0,88.58,0.2,-0.18,,,,01
3980,HD 136352 d,HD 136352,1,0.425,0.012,-0.012,8.82,1.1,-1.0,3,0.075,0.0925,-0.0615,89.73,0.14,-0.09,,,,0
3994,Kepler-432 c,Kepler-432,1,,,,772.3269,69.9226,-76.2792,2,0.498,0.029,-0.059,89.86,0.61,-0.33,,,,03
4002,LHS 1678 b,LHS 1678,1,0.01245,0.000575,-0.000565,0.35,0.0,0.0,3,0.14150000000000001,0.035,-0.023,88.03999999999999,1.31,-1.285,,,,02+2-
4009,HD 47366 b,HD 47366,1,1.214,0.03,-0.029,661.71874,41.3179,-54.0311,2,0.071,0.04,-0.046,90.0,0.0,0.0,,,,03
4010,gam Lib b,gam Lib,1,1.2795,0.051500000000000004,-0.051500000000000004,341.03069500000004,38.298435,-39.410835000000006,2,0.185,0.08549999999999999,-0.10350000000000001,90.0,0.0,0.0,,,,03
4011,TOI-1062 c,TOI-1062,1,0.08,0.013,-0.012,9.78,1.26,-1.18,2,0.14,0.073,-0.069,85.913,0.062,-0.041,,,,03
4013,K2-133 b,K2-133,1,0.03247,0.0011250000000000001,-0.00113,2.3624003696099503,0.631146355398946,-0.5577574770005913,4,0.15319315421743498,0.0,0.0,87.58,0.12,-0.1,,,,012
4019,Kepler-1315 c,Kepler-1315,1,0.064,0.0,0.0,6.720599611752486,11.474735806196112,-5.3943166375384095,2,0.0,0.0,0.0,89.38,0.0,0.0,,,,01+1-23+3-
4025,HIP 38594 b,HIP 38594,1,0.256,0.003,-0.003,8.1,1.7,-1.7,2,0.17,0.11,-0.11,90.0,0.0,0.0,,,,03
4037,TRAPPIST-1 d,TRAPPIST-1,1,0.022265,0.00019,-0.000185,0.388,0.039,-0.035,7,0.039185000000000005,0.00093,-0.00093,89.75,0.15,-0.15,,,,0
4038,TRAPPIST-1 h,TRAPPIST-1,1,0.061912499999999995,0.00053,-0.00051,0.3285,0.038,-0.0345,7,0.00567,0.00121,-0.00121,89.7815,0.0435,-0.0385,,,,0
4040,K2-138 d,K2-138,1,0.05883,0.00042,-0.0005,7.92,1.39,-1.35,6,0.19549999999999998,0.041,-0.03,89.0,0.62,-0.75,,,,0
4041,K2-141 c,K2-141,1,0.0683,0.00091,-0.00091,7.7,0.0,0.0,2,0.046,0.0,0.0,87.2,1.6,-2.0,,,,01+1-2+2-
4043,HIP 9618 c,HIP 9618,1,0.2669,0.0046,-0.0069,18.3,1.7,-1.7,2,0.23,0.25,-0.16,90.0,0.0,0.0,,,,03
4047,HD 140901 b,HD 140901,1,0.085,0.003,-0.004,15.57359,0.63566,-2.54263,2,0.472,0.086,-0.151,104.715,10.0935,-33.1965,,,,03
