hostname,pl_name,default_flag,rowupdate,sy_pnum,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2
Kepler-52,Kepler-52 d,0,2018-09-04,3,,,,2.012,0.13,-0.111,,,,,,,,,,,,
Kepler-52,Kepler-52 b,0,2015-08-25,3,0.0639,,,2.33,0.3,-0.3,,,,0.0,,,87.09,,,,,
Kepler-52,Kepler-52 b,0,2014-11-21,3,0.0639,,,2.33,0.3,-0.3,,,,0.0,,,87.09,,,,,
Kepler-52,Kepler-52 b,0,2024-06-10,3,0.0660818851066331,,,2.4,0.1,-0.1,,,,,,,,,,,,
Kepler-58,Kepler-58 c,0,2014-05-28,4,0.1228573715181765,,,,,,,,,,,,,,,,,
Kepler-58,Kepler-58 d,0,2018-09-04,4,,,,2.66,0.401,-0.376,,,,,,,,,,,,
Kepler-58,Kepler-58 d,0,2013-10-28,4,0.232,,,2.7,1.2,-1.2,,,,0.0,,,88.81,,,,,
Kepler-58,Kepler-58 b,0,2017-05-08,4,0.0927,,,2.33,0.75,-0.33,,,,0.0,,,88.76,,,,,
Kepler-58,Kepler-58 c,0,2014-11-21,4,0.1228,,,2.93,1.29,-0.37,,,,0.0,,,85.37,,,,,
Kepler-58,Kepler-58 e,0,2023-05-16,4,0.0533628298263408,,,1.692,,,,,,,,,,,,,,
Kepler-60,Kepler-60 d,0,2021-09-20,3,0.1056280731732498,,,2.55,,,,,,,,,,,,,,
Kepler-60,Kepler-60 d,0,2016-05-06,3,0.1049714490911145,,,1.52,0.27,-0.23,,,,,,,,,,,,
TOI-1136,TOI-1136 d,0,2024-05-20,6,,,,5.589,0.358,-0.358,,,,,,,,,,,,
TOI-1136,TOI-1136 c,0,2024-05-13,6,,,,2.516,0.147,-0.147,,,,,,,,,,,,
TOI-1136,TOI-1136 f,0,2024-05-20,6,,,,2.713,0.152,-0.152,,,,,,,,,,,,
HD 158259,HD 158259 b,1,2020-04-10,5,0.0337376025360028,,,,,,2.22,0.39,-0.45,,,,,,,,,
Kepler-52,Kepler-52 c,1,2021-09-22,3,0.1028087241390719,,,1.84,,,45.4,,,,,,,,,,,
Kepler-58,Kepler-58 c,1,2021-09-22,4,0.1199808531335921,,,2.86,,,53.0,,,,,,,,,,,
Kepler-176,Kepler-176 d,1,2014-05-14,4,0.163,,,2.51,1.32,-1.32,,,,,,,,,,,,
TOI-1136,TOI-1136 e,0,2022-11-07,6,,,,2.541,0.458,-0.458,,,,,,,,,,,,
TOI-1272,TOI-1272 b,0,2023-03-15,2,,,,4.595,0.346,-0.346,,,,,,,,,,,,
Kepler-60,Kepler-60 c,0,2016-04-13,3,0.08701,,,,,,4.8,1.0,-1.0,0.0291,,,,,,,,
Kepler-26,Kepler-26 e,0,2015-11-18,4,0.2257538737913064,,,2.1,0.36,-0.33,,,,,,,,,,,,
TOI-1386,TOI-1386 b,0,2022-10-03,2,,,,6.551,0.37,-0.37,,,,,,,,,,,,
Kepler-52,Kepler-52 b,0,2016-02-24,3,0.0637,0.00272,-0.00272,1.93,0.27,-0.27,,,,,,,,,,,,
Kepler-60,Kepler-60 b,1,2016-04-13,3,0.0734756122209457,,,1.71,0.13,-0.13,4.19,0.56,-0.52,,,,,,,,,
Kepler-54,Kepler-54 b,0,2016-05-06,3,0.0613478369702924,,,2.26,0.18,-0.24,,,,,,,,,,,,
Kepler-68,Kepler-68 b,0,2014-11-21,4,0.0618,,,2.29,0.03,-0.04,,,,0.0,,,89.95,,,,,
Kepler-68,Kepler-68 b,0,2019-06-07,4,0.0617,0.00056,-0.00056,2.31,0.06,-0.09,8.3,2.2,-2.4,0.0,,,87.6,0.9,-0.9,,,
Kepler-68,Kepler-68 b,0,2024-04-07,4,,,,2.196,0.154,-0.154,,,,,,,,,,,,
Kepler-68,Kepler-68 c,0,2019-06-07,4,,,,0.958,0.245,-0.049,,,,,,,,,,,,
HAT-P-11,HAT-P-11 b,0,2018-06-26,2,0.052541826608462,,,4.71,0.07,-0.06,,,,,,,,,,,,
Kepler-68,Kepler-68 c,0,2019-06-07,4,0.0901644646867429,,,,,,,,,,,,,,,,,
TOI-1130,TOI-1130 b,0,2023-10-21,2,,,,3.755,0.571,-0.571,,,,,,,,,,,,
K2-136,K2-136 b,0,2017-11-09,3,0.070901023860629,,,0.99,0.06,-0.04,,,,0.1,0.19,-0.07,89.3,0.5,-0.7,,,
K2-136,K2-136 d,0,2018-12-17,3,0.1617246494672199,,,1.55,0.24,-0.21,,,,0.75,,,89.4,0.4,-0.3,,,
K2-136,K2-136 c,0,2017-11-09,3,0.1197030272971659,,,2.91,0.11,-0.1,,,,0.13,0.27,-0.11,89.6,0.3,-0.3,,,
HIP 97166,HIP 97166 b,0,2021-11-09,2,0.089,0.001,-0.001,2.74,0.13,-0.13,20.0,1.5,-1.5,0.16,0.03,-0.03,,,,,,
HIP 97166,HIP 97166 c,0,2021-11-09,2,0.124,0.002,-0.002,,,,9.9,1.8,-1.8,0.25,,,,,,,,
TOI-1272,TOI-1272 b,0,2022-07-12,2,0.0412,0.0008,-0.0008,4.14,0.21,-0.21,24.6,2.3,-2.3,0.338,0.056,-0.062,,,,,,
TOI-1272,TOI-1272 c,0,2022-07-12,2,0.0783,0.0014,-0.0014,,,,26.7,3.1,-3.1,0.35,,,,,,,,
K2-136,K2-136 c,0,2024-07-23,3,,,,3.728,0.297,-0.297,,,,,,,,,,,,
K2-136,K2-136 c,1,2023-04-10,3,0.1185,0.002,-0.0021,3.0,0.13,-0.13,18.1,1.9,-1.8,0.047,0.062,-0.034,,,,,,
HIP 97166,HIP 97166 b,0,2024-04-07,2,,,,2.732,0.174,-0.174,,,,,,,,,,,,
TOI-1136,TOI-1136 b,0,2022-12-05,6,0.0509286621149748,,,1.9,0.21,-0.15,,,,0.031,0.038,-0.021,86.44,0.27,-0.21,,,
TOI-1136,TOI-1136 c,0,2022-12-05,6,0.0667621079983727,,,2.879,0.06,-0.062,,,,0.117,0.028,-0.028,89.42,0.39,-0.55,,,
TOI-1136,TOI-1136 f,0,2022-12-05,6,0.1739423570552197,,,3.88,0.11,-0.11,,,,0.012,0.019,-0.0097,89.38,0.22,-0.17,,,
TOI-1136,TOI-1136 g,0,2022-12-05,6,0.2282542341025446,,,2.53,0.11,-0.12,,,,0.036,0.026,-0.018,89.65,0.18,-0.13,,,
TOI-1736,TOI-1736 b,0,2023-11-28,2,0.074,0.0009,-0.0009,2.44,0.18,-0.18,12.8,1.8,-1.8,0.21,,,87.3,,,,,
K2-136,K2-136 c,0,2024-03-04,3,0.1149037450838529,,,2.981602593248773,,,,,,,,,89.3,0.5,-0.8,,,
TOI-1386,TOI-1386 b,0,2024-02-16,2,0.1732,0.0027,-0.0033,6.053,0.202,-0.179,47.0386,6.03874,-5.72091,0.061,0.056,-0.042,89.69,0.21,-0.25,,,
TOI-1386,TOI-1386 c,0,2024-02-16,2,0.739,0.015,-0.016,,,,98.20898,12.07748,-12.07748,0.27,0.13,-0.13,,,,,,
TOI-1136,TOI-1136 c,1,2024-04-10,6,0.0669,0.0005,-0.0005,,,,6.32,1.1,-1.3,0.11,0.01,-0.01,88.8,0.7,-1.0,,,
TOI-1136,TOI-1136 d,1,2024-04-10,6,0.1062,0.0008,-0.0008,,,,8.35,1.8,-1.6,0.042,0.004,-0.004,89.2,0.5,-0.5,,,
TOI-1136,TOI-1136 e,1,2024-04-10,6,0.1392905774774231,,,,,,6.07,1.09,-1.01,0.0425,0.004,-0.004,89.2,0.5,-0.5,,,
TOI-1136,TOI-1136 g,1,2024-04-10,6,0.229,0.003,-0.003,,,,5.6,4.1,-3.2,0.04,0.01,-0.01,89.5,0.3,-0.3,,,
TOI-1736,TOI-1736 b,0,2024-07-12,2,0.074,0.002,-0.002,3.05,0.19,-0.19,11.9,1.6,-1.6,0.16,,,,,,,,
TOI-1736,TOI-1736 c,0,2024-07-12,2,1.37,0.03,-0.03,,,,2477.0,118.0,-118.0,0.369,0.002,-0.002,,,,,,
TOI-1736,TOI-1736 c,1,2024-07-23,2,1.37,0.03,-0.03,,,,2441.0,97.0,-99.0,0.3685,0.0021,-0.0021,,,,,,
TOI-1136,TOI-1136 c,0,2024-07-22,6,0.067,0.001,-0.001,2.769,0.077,-0.067,7.6,5.1,-5.0,0.0,,,,,,,,
TOI-1136,TOI-1136 d,0,2024-07-22,6,0.107,0.002,-0.002,4.621,0.153,-0.103,12.3,6.8,-7.0,0.0,,,,,,,,
TOI-1136,TOI-1136 f,0,2024-07-22,6,0.175,0.003,-0.003,3.736,0.086,-0.079,32.0,,,0.0,,,,,,,,
TOI-1136,TOI-1136 g,0,2024-07-22,6,0.23,0.004,-0.004,2.53,0.11,-0.12,12.2,9.3,-9.6,0.0,,,,,,,,
HIP 97166,HIP 97166 b,1,2024-07-23,2,0.091,0.002,-0.002,2.48,0.073,-0.052,19.1,1.6,-1.5,0.29,0.072,-0.072,,,,,,
HIP 97166,HIP 97166 c,1,2024-07-22,2,0.124,0.002,-0.002,,,,8.0,1.6,-1.6,0.0,,,,,,,,
TOI-1272,TOI-1272 b,1,2024-07-23,2,0.0417,0.0007,-0.0007,4.132,0.226,-0.151,27.0,2.7,-2.5,0.35,0.055,-0.055,,,,,,
TOI-1272,TOI-1272 c,1,2024-07-22,2,0.079,0.001,-0.001,,,,21.7,3.6,-3.6,0.12,0.0,0.0,,,,,,
TOI-216,TOI-216.01,1,2022-04-12,2,0.1901916778523184,,,10.1,0.2,-0.2,177.98391,6.35657,-6.35657,0.0046,0.0027,-0.0012,89.84,0.1,-0.08,,,
TOI-125,TOI-125 c,0,2020-02-06,3,0.0818,0.0014,-0.0013,2.79,0.1,-0.1,,,,0.065,0.067,-0.046,88.52,0.32,-0.19,,,
WASP-132,WASP-132 c,1,2022-05-23,2,0.0182,0.0003,-0.0003,1.85,0.1,-0.1,37.35,,,0.13,0.2,-0.09,86.64,1.12,-3.52,,,
Kepler-18,Kepler-18 c,0,2017-05-08,3,0.0729,,,4.91,0.3,-0.33,,,,0.0,,,89.91,,,,,
KOI-94,KOI-94 d,0,2019-04-16,4,0.1640548224805449,,,,,,,,,,,,,,,,,
KOI-94,KOI-94 d,0,2013-10-28,4,0.168,,,11.4,1.1,-1.1,,,,0.0,,,89.38,,,,,
Kepler-396,Kepler-396 c,1,2014-05-14,2,0.3681735300520876,,,5.3,1.95,-0.99,17.9,2.8,-1.3,,,,,,,,,
Kepler-396,Kepler-396 c,0,2014-11-21,2,0.3685,,,6.07,2.23,-1.13,,,,0.0,,,89.38,,,,,
Kepler-396,Kepler-396 b,0,2016-05-06,2,0.2377499588704862,,,3.11,0.22,-0.16,,,,,,,,,,,,
KOI-94,KOI-94 e,0,2016-05-06,4,0.296620719696218,,,5.89,1.06,-0.66,,,,,,,,,,,,
K2-199,K2-199 b,0,2019-09-05,2,0.0302094353272101,,,1.593,0.095,-0.197,,,,,,,,,,,,
Kepler-396,Kepler-396 b,0,2015-08-25,2,0.2277,,,3.49,1.28,-0.65,,,,0.0,,,89.95,,,,,
HD 39091,HD 39091 c,0,2018-11-12,3,0.06839,0.0005,-0.0005,2.042,0.05,-0.05,4.82,0.84,-0.86,0.0,,,87.456,0.085,-0.076,,,
HD 39091,HD 39091 d,1,2022-05-03,3,0.4994598719487921,,,,,,13.38,1.35,-1.35,0.22,0.079,-0.079,,,,,,
GJ 357,GJ 357 b,0,2019-08-09,3,0.035,0.002,-0.002,1.217,0.084,-0.083,1.84,0.31,-0.31,,,,89.12,0.37,-0.31,,,
HD 110113,HD 110113 c,1,2021-02-05,2,0.068,0.001,-0.002,,,,10.5,1.2,-1.2,0.045,0.079,-0.038,,,,,,
TOI-700,TOI-700 c,0,2020-07-17,4,0.0925,0.0088,-0.0083,2.63,0.24,-0.23,,,,0.033,0.063,-0.025,88.9,0.08,-0.11,,,
HAT-P-17,HAT-P-17 b,0,2022-01-24,2,0.0883228734013935,,,,,,,,,,,,,,,,,
HD 39091,HD 39091 b,0,2018-11-12,3,3.38,0.22,-0.22,,,,3264.0,267.0,-267.0,0.6405,0.0072,-0.0072,,,,,,
HD 219134,HD 219134 c,0,2017-03-14,6,0.064,0.001,-0.001,,,,2.78,0.61,-0.61,0.08,0.45,-0.01,,,,,,
HD 219134,HD 219134 h,0,2016-03-09,6,3.015,0.06,-0.06,,,,76.2792,10.80622,-10.80622,0.06,,,,,,,,
HD 219134,HD 219134 f,0,2017-03-14,6,0.14574,2e-05,-2e-05,,,,8.89924,0.95349,-0.95349,0.0,,,,,,,,
HAT-P-13,HAT-P-13 b,0,2024-03-04,2,0.0420774277771856,,,14.361431272636052,,,,,,0.021,0.009,-0.009,83.4,0.6,-0.6,,,
WASP-18,WASP-18 b,0,2024-03-04,2,,,,,,,,,,0.0091,0.0012,-0.0012,84.9,0.3,-0.3,,,
WASP-94 A,WASP-94 A b,0,2024-03-04,2,0.0547704131192557,,,19.331387027484677,,,,,,,,,88.7,0.7,-0.7,,,
HAT-P-13,HAT-P-13 b,0,2024-05-08,2,,,,,,,,,,,,,,,,,,
KOI-94,KOI-94 c,0,2018-09-25,4,0.0986830037589954,,,,,,,,,,,,,,,,,
KOI-94,KOI-94 e,0,2018-09-04,4,,,,6.31,0.274,-0.295,,,,,,,,,,,,
Kepler-18,Kepler-18 b,0,2018-09-04,3,,,,1.778,0.186,-0.166,,,,,,,,,,,,
WASP-18,WASP-18 b,0,2019-12-02,2,0.02026,0.00068,-0.00068,13.059,0.639,-0.639,3314.83,120.77,-120.77,0.0092,0.0028,-0.0028,86.0,2.5,-2.5,,,
HAT-P-13,HAT-P-13 c,0,2014-10-15,2,1.188,0.018,-0.033,,,,4830.8,317.8,-317.8,0.691,0.018,-0.018,,,,,,
HAT-P-13,HAT-P-13 c,0,2014-05-14,2,1.258,0.02,-0.02,,,,4643.3,146.2,-152.55,0.6551,0.0021,-0.0021,,,,,,
WASP-18,WASP-18 b,0,2019-12-02,2,0.02047,0.00038,-0.00038,13.058,0.639,-0.639,3314.9669,120.7754,-120.7754,,,,85.0,2.1,-2.1,,,
HAT-P-13,HAT-P-13 b,1,2014-10-15,2,,,,14.258,0.729,-0.729,270.462,12.077,-12.077,0.0133,0.0041,-0.0041,83.4,0.68,-0.68,,,
Kepler-396,Kepler-396 b,1,2014-05-14,2,0.2275163396387388,,,3.5,1.28,-0.65,75.5,11.8,-5.8,,,,,,,,,
HAT-P-17,HAT-P-17 c,0,2014-05-16,2,2.555,0.041,-0.041,,,,416.34,57.207,-47.672,0.086,0.099,-0.067,,,,,,
HAT-P-17,HAT-P-17 c,0,2019-03-18,2,4.67,0.14,-0.14,,,,915.3504,31.783,-31.783,0.295,0.021,-0.021,,,,,,
Kepler-26,Kepler-26 d,1,2014-05-14,4,0.039,,,1.07,0.06,-0.06,,,,,,,,,,,,
Kepler-26,Kepler-26 b,0,2016-04-13,4,,,,3.693,0.059,-0.059,,,,,,,,,,,,
Kepler-26,Kepler-26 e,0,2016-02-10,4,,,,2.572,0.078,-0.078,,,,,,,,,,,,
Kepler-26,Kepler-26 c,0,2016-04-13,4,0.1309346033024787,,,2.73,0.63,-0.54,,,,,,,,,,,,
Kepler-26,Kepler-26 b,0,2016-05-06,4,0.0888385046591826,,,3.25,0.1,-0.16,,,,,,,,,,,,
Kepler-26,Kepler-26 c,0,2018-06-26,4,0.1037052080106564,,,2.5,0.2,-0.2,6.1,0.7,-0.7,,,,,,,,,
Kepler-26,Kepler-26 d,0,2019-04-16,4,0.0403913050005017,,,,,,,,,,,,,,,,,
Kepler-26,Kepler-26 b,0,2013-10-28,4,0.09,,,3.08,0.14,-0.14,,,,0.0,,,89.38,,,,,
TOI-1130,TOI-1130 b,0,2020-03-26,2,0.04394,0.00035,-0.00038,3.65,0.1,-0.1,,,,0.22,0.11,-0.11,87.98,0.86,-0.46,,,
K2-199,K2-199 c,1,2022-03-28,2,0.0662,0.0007,-0.0007,2.85,0.1,-0.09,12.4,2.3,-2.3,0.03,0.06,-0.03,87.7,0.6,-0.6,,,
K2-233,K2-233 c,1,2021-05-17,3,0.06666,0.0002,-0.00018,1.281,0.022,-0.021,12.81,,,0.2002,,,89.6,0.3,-0.4,,,
KOI-94,KOI-94 e,1,2014-05-14,4,0.3046,0.004,-0.004,6.56,0.62,-0.62,35.0,18.0,-28.0,0.019,0.23,-0.23,89.76,0.15,-0.15,,,
KOI-94,KOI-94 c,0,2017-05-08,4,0.0967,,,3.72,0.67,-0.56,,,,0.0,,,89.98,,,,,
KOI-94,KOI-94 c,0,2024-03-04,4,0.1115428337924866,,,4.2559854627553655,,,,,,,,,89.924,0.054,-0.073,,,
KOI-94,KOI-94 e,0,2018-09-25,4,0.2966206303604929,,,,,,,,,,,,,,,,,
Kepler-18,Kepler-18 c,0,2013-10-28,3,0.075,,,4.75,0.43,-0.43,,,,0.0,,,88.24,,,,,
Kepler-18,Kepler-18 b,0,2016-05-06,3,0.0442326749351974,,,2.09,0.31,-0.25,,,,,,,,,,,,
Kepler-105,Kepler-105 b,0,2015-08-25,2,0.0621,,,3.28,1.79,-0.66,,,,0.0,,,89.38,,,,,
55 Cnc,55 Cnc e,0,2021-02-05,5,0.015439,1.5e-05,-1.5e-05,,,,8.09479,0.26061,-0.25743,0.028,0.022,-0.019,90.36,3.96,-4.66,,,
55 Cnc,55 Cnc e,0,2021-02-05,5,,,,,,,,,,,,,85.4,2.8,-2.1,,,
55 Cnc,55 Cnc e,1,2021-02-05,5,0.01544,5e-05,-5e-05,1.875,0.029,-0.029,7.99,0.32,-0.33,0.05,0.03,-0.03,83.59,0.47,-0.44,,,
55 Cnc,55 Cnc f,0,2021-02-05,5,0.788,0.001,-0.001,,,,44.812,3.814,-3.814,0.305,0.075,-0.075,90.0,,,,,
55 Cnc,55 Cnc f,0,2021-02-05,5,0.775,0.045,-0.045,,,,44.812,12.395,-12.395,0.0,0.2,-0.2,,,,,,
HD 219134,HD 219134 b,0,2024-03-04,6,0.0388635828624798,,,1.608003856947994,,,,,,,,,85.05,0.09,-0.09,,,
GJ 1132,GJ 1132 b,0,2022-08-08,2,,,,1.215,0.158,-0.158,,,,,,,,,,,,
HD 3167,HD 3167 b,0,2017-12-14,4,,,,1.8,0.2,-0.1,,,,,,,,,,,,
HD 3167,HD 3167 b,0,2022-10-18,4,0.01802,0.00025,-0.00025,1.627,0.083,-0.058,4.73,0.28,-0.29,0.1,,,87.59,1.63,-1.75,,,
HD 3167,HD 3167 c,0,2023-11-28,4,,,,,,,,,,,,,89.5,0.3,-1.2,,,
HD 108236,HD 108236 c,0,2021-01-21,5,0.0651,0.0024,-0.0024,2.068,0.1,-0.091,,,,0.18,0.34,-0.14,88.72,0.82,-0.74,,,
TOI-815,TOI-815 c,0,2024-03-06,2,,,,2.184,0.169,-0.169,,,,,,,,,,,,
HAT-P-13,HAT-P-13 c,0,2016-04-27,2,1.2528489811209145,,,,,,4643.4963,146.2018,-152.5584,0.6554,0.0021,-0.002,,,,,,
WASP-18,WASP-18 b,0,2019-12-02,2,0.02043,0.00032,-0.00032,13.036,0.616,-0.616,3299.0754,108.0622,-108.0622,,,,85.0,2.1,-2.1,,,
WASP-18,WASP-18 b,0,2019-12-02,2,0.021416796876909,,,13.451,0.56,-0.56,3635.9752,479.9233,-479.9233,0.01,0.0,0.0,80.6,1.2,-1.2,,,
HAT-P-13,HAT-P-13 b,0,2019-03-18,2,0.0427,0.00058,-0.0012,14.359,0.886,-0.886,280.64389,8.58141,-14.93801,0.013,,,83.4,0.6,-0.6,,,
WASP-18,WASP-18 b,0,2019-12-02,2,0.02,,,12.933403427352973,,,3314.82,,,,,,85.68,0.279,-0.279,,,
WASP-18,WASP-18 c,1,2019-12-02,2,0.035,,,,,,55.2,12.3,-12.3,0.015,,,,,,,,
GJ 667 C,GJ 667 C b,1,2023-12-14,5,,,,,,,,,,0.2,0.1,-0.1,,,,,,
GJ 1132,GJ 1132 b,0,2018-06-26,2,,,,,,,1.58,0.49,-0.48,,,,,,,,,
HAT-P-17,HAT-P-17 b,0,2022-10-18,2,,,,,,,,,,,,,,,,,,
55 Cnc,55 Cnc d,0,2021-02-05,5,5.503,0.03,-0.03,,,,1232.493,21.612,-21.612,0.019,0.013,-0.013,90.0,,,,,
55 Cnc,55 Cnc e,0,2021-02-05,5,0.01583,0.0002,-0.0002,2.0,0.14,-0.14,8.63,0.35,-0.35,,,,90.0,3.8,-3.8,,,
55 Cnc,55 Cnc e,0,2022-05-09,5,0.01583,0.00024,-0.00024,,,,9.37594,0.44496,-0.44496,0.036,0.034,-0.025,,,,,,
55 Cnc,55 Cnc e,0,2024-03-04,5,0.0151688941118063,,,1.9173444442702368,,,,,,,,,83.6,0.6,-0.6,,,
HD 39091,HD 39091 b,0,2022-05-03,3,3.2703562143226605,,,,,,4004.63793,635.65681,-635.65681,0.6396,0.0009,-0.0009,51.2,14.1,-9.8,,,
WASP-41,WASP-41 b,0,2019-03-18,2,0.04022,0.00044,-0.00044,13.451,0.673,-0.673,299.07803,20.65895,-20.34112,0.12,,,87.7,0.08,-0.08,,,
KELT-6,KELT-6 b,1,2018-04-25,2,0.0871306895546608,,,14.572,1.009,-1.009,165.2716,38.1396,-38.1396,0.22,0.11,-0.11,88.81,0.85,-0.85,,,
HAT-P-13,HAT-P-13 b,0,2022-01-24,2,0.042684494420573,,,,,,,,,,,,,,,,,
WASP-18,WASP-18 b,1,2022-01-31,2,0.02024,0.00029,-0.00031,13.899,0.886,-0.886,3241.84975,111.23994,-111.23994,0.0051,0.007,-0.0037,83.5,2.0,-1.6,,,
WASP-84,WASP-84 b,0,2024-03-04,2,0.0773988892410084,,,10.594042504821186,,,,,,,,,88.37,0.05,-0.05,,,
K2-19,K2-19 c,0,2016-07-06,3,0.1001,0.0029,-0.0029,4.51,0.47,-0.47,15.9,7.7,-2.8,,,,88.92,0.14,-0.41,,,
K2-19,K2-19 c,0,2015-12-05,3,,,,4.43,,,,,,,,,,,,,,
HD 219134,HD 219134 b,0,2022-11-07,6,0.03863,0.00062,-0.00062,1.533,0.097,-0.078,,,,,,,85.008,0.091,-0.091,,,
WASP-94 A,WASP-94 A b,0,2023-12-04,2,,,,20.536,0.9,-0.9,,,,,,,,,,,,
WASP-18,WASP-18 b,0,2023-11-06,2,,,,15.342,0.802,-0.802,,,,,,,,,,,,
WASP-18,WASP-18 b,0,2022-10-18,2,,,,,,,,,,,,,,,,,,
WASP-94 A,WASP-94 A b,0,2022-10-18,2,,,,,,,,,,,,,,,,,,
WASP-8,WASP-8 b,0,2024-05-08,2,,,,,,,,,,,,,,,,,,
XO-2 N,XO-2 N b,0,2024-05-08,3,,,,,,,,,,,,,,,,,,
K2-233,K2-233 b,1,2021-05-17,3,0.03308,0.0001,-9e-05,1.343,0.018,-0.016,11.26,,,0.079,0.048,-0.029,89.3,0.5,-0.7,,,
K2-266,K2-266 c,1,2022-10-31,4,0.0679,0.0011,-0.0011,0.705,0.096,-0.085,0.29013,0.17008,-0.17008,0.042,0.043,-0.03,88.28,0.81,-0.41,,,
HD 39091,HD 39091 c,0,2018-11-26,3,0.06702,0.00109,-0.00109,2.06,0.03,-0.03,4.52,0.81,-0.81,0.0,,,87.31,0.11,-0.11,,,
HD 3167,HD 3167 b,0,2018-10-24,4,0.0176010884892895,,,1.557,0.057,-0.057,,,,,,,88.4,1.1,-1.5,,,
HD 3167,HD 3167 c,0,2018-10-24,4,0.1841,0.0027,-0.0028,2.86,0.22,-0.22,,,,,,,,,,,,
HD 3167,HD 3167 d,0,2022-10-18,4,0.07703,0.00106,-0.00108,,,,5.03,0.5,-0.5,0.44,,,,,,,,
WASP-8,WASP-8 b,0,2018-04-25,2,0.0803576059575406,,,,,,711.9392,34.9613,-38.1396,0.3044,0.0039,-0.004,,,,,,
WASP-8,WASP-8 c,1,2014-05-14,2,5.28,0.63,-0.34,,,,3003.37,718.27,-330.53,0.0,0.0,0.0,,,,,,
XO-2 N,XO-2 N b,0,2019-02-11,3,0.03684,0.0004,-0.00043,11.018,0.325,-0.314,179.89178,17.48065,-17.48065,,,,88.9,0.6,-0.75,,,
WASP-8,WASP-8 b,0,2018-04-25,2,0.0801,0.0014,-0.0016,11.635,0.078,-0.053,713.18,25.108,-29.557,0.31,0.0029,-0.0024,88.55,0.15,-0.17,,,
XO-2 N,XO-2 N b,0,2019-02-11,3,0.03647,0.00091,-0.001,11.119,0.437,-0.684,176.39565,20.65895,-19.70546,,,,88.8,1.2,-1.2,,,
XO-2 N,XO-2 N b,0,2019-02-11,3,,,,,,,199.91507,5.40311,-5.40311,0.028,0.038,-0.022,,,,,,
XO-2 S,XO-2 S b,0,2018-04-25,3,0.1344,0.0025,-0.0025,,,,82.315,4.449,-4.449,0.18,0.035,-0.035,,,,,,
XO-2 S,XO-2 S c,1,2014-07-09,3,0.4756,0.0087,-0.0087,,,,435.409,16.844,-16.844,0.1528,0.0094,-0.0098,,,,,,
XO-2 N,XO-2 N b,0,2019-02-11,3,0.0368,0.0004,-0.0004,11.164,0.347,-0.202,179.566,17.162,-17.162,,,,,,,,,
XO-2 N,XO-2 N b,0,2019-02-11,3,0.035653086284202,,,,,,,,,0.0,,,88.01,,,,,
XO-2 N,XO-2 N b,0,2019-12-02,3,0.03673,0.00064,-0.00064,11.422,0.347,-0.347,189.737,6.674,-6.674,0.006,,,,,,27.0,12.0,-27.0
WASP-8,WASP-8 b,0,2018-04-25,2,0.08,,,11.2,,,699.2,,,0.3,,,,,,,,
XO-2 S,XO-2 S b,1,2018-09-04,3,0.13,0.0,0.0,,,,82.6358,12.7132,-12.7132,0.18,0.04,-0.04,,,,,,
XO-2 N,XO-2 N b,1,2019-02-11,3,0.0368,,,11.131,0.135,-0.135,179.89178,7.94575,-7.94575,,,,88.01,0.33,-0.28,,,
WASP-8,WASP-8 b,0,2019-03-18,2,0.0801,0.0015,-0.0015,11.635,0.078,-0.527,677.61356,25.4264,-25.74423,0.3057,0.0046,-0.0046,88.55,0.15,-0.17,,,
HD 108236,HD 108236 d,0,2024-07-12,5,,,,2.623,0.701,-0.701,,,,,,,,,,,,
HD 3167,HD 3167 e,1,2023-04-17,4,0.3885,0.0079,-0.0079,,,,8.41,1.02,-1.02,0.15,,,,,,,,
HD 3167,HD 3167 b,0,2018-10-24,4,0.0160124434843844,,,1.624,0.171,-0.08,,,,,,,83.834,4.392,-8.161,,,
HD 3167,HD 3167 d,1,2023-04-17,4,0.0763,0.0015,-0.0015,,,,4.33,0.45,-0.45,0.12,,,,,,,,
HD 108236,HD 108236 b,0,2022-08-09,5,,,,1.553,1.951,-1.951,,,,,,,,,,,,
HD 3167,HD 3167 b,0,2018-10-24,4,0.0186,0.0003,-0.0003,1.7,0.08,-0.08,,,,,,,,,,,,
HD 108236,HD 108236 d,1,2021-01-21,5,0.1074,0.0023,-0.0023,2.539,0.062,-0.065,,,,0.055,0.038,-0.035,89.06,0.27,-0.14,,,
GJ 1132,GJ 1132 c,1,2018-06-26,2,0.0476,0.0017,-0.0017,,,,2.64,0.44,-0.44,0.27,,,,,,,,
Kepler-49,Kepler-49 c,0,2013-10-28,4,0.079,,,2.54,0.12,-0.12,,,,0.0,,,85.94,,,,,
WASP-8,WASP-8 b,0,2019-11-27,2,0.0795601939005405,,,,,,,,,0.304,0.004,-0.004,88.55,0.15,-0.17,,,
WASP-8,WASP-8 b,0,2023-11-06,2,,,,12.739,0.746,-0.746,,,,,,,,,,,,
