hostname,pl_name,rowupdate,sy_pnum,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,flag,pl_relincl,pl_relinclerr1,pl_relinclerr2
Kepler-267,Kepler-267 b,2014-05-14,3,0.03570682041168703,0.00149,-0.00149,37.9,21.3,-17.9,0.0,0.0,0.0,83.65,0.0,0.0,0.0,0.0,-0.0,01+1-3+3-5+-,0.0,0.0,-0.0
Kepler-301,Kepler-301 b,2014-05-14,3,0.035888782183463204,0.0,0.0,2.291761221458397,2.12167182765899,-1.405929667860196,0.0,0.0,0.0,89.95,0.0,0.0,-1.710000000000008,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-1.710000000000008,0.0,-0.0
Kepler-298,Kepler-298 b,2014-05-14,3,0.08195,0.0,0.0,5.855342407371248,2.1554950676279994,-1.5245244200532007,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-294,Kepler-294 c,2014-05-14,2,0.0691,0.0,0.0,8.105801883531008,5.963014424541145,-3.3878930377445977,0.0,0.0,0.0,88.81,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-291,Kepler-291 b,2014-05-14,2,0.0469,0.0,0.0,5.794666732989309,3.2781448977311767,-2.4255527811363407,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-276,Kepler-276 b,2014-05-14,3,0.11595,0.0,0.0,7.823563138147327,5.446751153876515,-3.371928243892971,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-341,Kepler-341 d,2014-05-14,4,0.17935813080828392,0.0,0.0,4.969898077015348,3.0075535337711905,-2.3356795449366015,0.0,0.0,0.0,88.81,0.0,0.0,-2.2900000000000063,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-2.2900000000000063,0.0,-0.0
Kepler-270,Kepler-270 c,2014-05-14,2,0.1770410196339876,0.0,0.0,3.3428290200252517,2.4466009853049835,-1.8553654811663065,0.0,0.0,0.0,88.24,0.0,0.0,0.5700000000000074,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.5700000000000074,0.0,-0.0
Kepler-286,Kepler-286 e,2014-05-14,4,0.18504609057002105,0.0,0.0,4.323530141956661,2.4364996155795184,-2.0419033332639427,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-400,Kepler-400 c,2014-05-14,2,0.1343,0.0,0.0,3.0626962014766352,2.893892857062818,-2.0777247141302944,0.0,0.0,0.0,89.95,0.0,0.0,-0.5700000000000074,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-0.5700000000000074,0.0,-0.0
Kepler-402,Kepler-402 d,2014-05-14,4,0.08804789834232088,0.0,0.0,1.9098218389099493,1.8303294932175993,-1.115867668480783,0.0,0.0,0.0,89.95,0.0,0.0,-4.579999999999998,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-4.579999999999998,0.0,-0.0
Kepler-825,Kepler-825 b,2016-05-06,2,0.046602678320293425,0.0,0.0,2.3451489036821878,2.1160746679460436,-1.43244079754598,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-124,Kepler-124 b,2014-05-14,3,0.0398,0.0,0.0,0.41508047617610216,0.15401416799086626,-0.12166510963495974,0.0,0.0,0.0,89.38,0.0,0.0,-2.289999999999992,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-2.289999999999992,0.0,-0.0
Kepler-967,Kepler-967 b,2016-05-06,2,0.09665,0.0,0.0,5.297870527100754,2.2187751804376337,-1.469812161205724,0.0,0.0,0.0,89.38,0.0,0.0,0.5700000000000074,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.5700000000000074,0.0,-0.0
Kepler-309,Kepler-309 c,2014-05-14,2,0.3888195876499789,0.01549,-0.01549,5.528048249068018,2.326705841335765,-1.7630302503700168,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-5+-,0.0,0.0,-0.0
Kepler-69,Kepler-69 b,2014-05-14,2,0.1091,0.01225,-0.00905,6.186326701604843,2.647930271506814,-1.9583030900668783,0.0,0.17,-0.001,89.38,0.131,-0.4545,0.0,0.18526197667087546,-0.6427600640985717,02+-5+-,0.0,0.18526197667087546,-0.6427600640985717
Kepler-232,Kepler-232 c,2014-05-14,2,0.0988228929935481,0.0,0.0,15.6263861425494,14.758928811434874,-8.288074369103562,0.0,0.0,0.0,87.09,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-240,Kepler-240 b,2014-05-14,2,0.04687419952852566,0.0,0.0,3.1217639520052707,1.4118041299590178,-1.065484050509212,0.0,0.0,0.0,88.81,0.0,0.0,1.1400000000000006,0.0,-0.0,01+1-2+-3+3-4+4-5+-,1.1400000000000006,0.0,-0.0
Kepler-273,Kepler-273 c,2014-05-14,2,0.0754,0.0,0.0,3.753981575586842,2.6205167035297,-2.1552359857395578,0.0,0.0,0.0,87.66,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-247,Kepler-247 b,2014-05-14,3,0.04151384629893007,0.0,0.0,3.9451345402675857,2.2096816734493476,-1.3925552576253297,0.0,0.0,0.0,89.95,0.0,0.0,-1.710000000000008,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-1.710000000000008,0.0,-0.0
Kepler-312,Kepler-312 c,2014-05-14,2,0.1521,0.0,0.0,7.584912337056792,2.599184419519567,-2.071913598652044,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-316,Kepler-316 c,2014-05-14,2,0.059,0.0,0.0,2.392166842945608,1.0192387280215716,-0.7660162791290377,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-331,Kepler-331 b,2014-05-14,3,0.06805,0.0,0.0,5.106137962454118,2.374705959925424,-1.4358527635492946,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
HD 93385,HD 93385 b,2021-11-02,3,0.0756,0.0013,-0.0013,4.2,0.5,-0.5,0.295,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+1-3+-5+-,0.0,0.0,-0.0
HD 93385,HD 93385 c,2021-11-02,3,0.112,0.002,-0.002,7.1,0.6,-0.6,0.2,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+1-3+-5+-,0.0,0.0,-0.0
HD 93385,HD 93385 d,2021-11-04,3,0.2565,0.0043,-0.0043,8.7,0.9,-0.9,0.09,0.15,-0.05,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 96700,HD 96700 b,2021-11-02,3,0.0777,0.0013,-0.0013,8.9,0.4,-0.4,0.138,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+1-3+-5+-,0.0,0.0,-0.0
HD 96700,HD 96700 c,2021-11-02,3,0.141,0.002,-0.002,3.5,0.4,-0.4,0.293,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+1-3+-5+-,0.0,0.0,-0.0
HD 96700,HD 96700 d,2021-11-04,3,0.424,0.007,-0.007,12.7,1.0,-1.0,0.27,0.08,-0.08,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 189567,HD 189567 b,2021-11-02,2,0.111,0.002,-0.002,8.5,0.6,-0.6,0.189,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+1-3+-5+-,0.0,0.0,-0.0
HD 189567,HD 189567 c,2021-11-04,2,0.197,0.003,-0.003,7.0,0.9,-0.9,0.16,0.09,-0.09,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
Kepler-321,Kepler-321 c,2014-05-14,2,0.10979764283206918,0.0,0.0,6.139675439708521,2.624699287252131,-1.9600553364763487,0.0,0.0,0.0,88.81,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-294,Kepler-294 b,2014-05-14,2,0.047,0.0,0.0,4.186568699592594,2.583322897176103,-2.17554645650926,0.0,0.0,0.0,89.38,0.0,0.0,-0.5699999999999932,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-0.5699999999999932,0.0,-0.0
Kepler-329,Kepler-329 c,2014-05-14,2,0.11387879481427259,0.0,0.0,5.316033344143923,2.2671079299188825,-1.4501486388535905,0.0,0.0,0.0,88.81,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-335,Kepler-335 b,2014-05-14,2,0.07037921721755999,0.0,0.0,6.667635189084826,3.371330788064264,-2.345481373541146,0.0,0.0,0.0,84.22,0.0,0.0,5.159999999999997,0.0,-0.0,01+1-2+-3+3-4+4-5+-,5.159999999999997,0.0,-0.0
Kepler-219,Kepler-219 c,2014-05-14,3,0.1647,0.0,0.0,11.377699607875085,6.992005893227139,-4.506390014822972,0.0,0.0,0.0,88.81,0.0,0.0,1.1400000000000006,0.0,-0.0,01+1-2+-3+3-4+4-5+-,1.1400000000000006,0.0,-0.0
Kepler-79,Kepler-79 c,2016-03-09,4,0.18445337438125048,0.002,-0.003,9.5,2.3,-2.3,0.0,0.027,-0.021,89.95,0.07,-0.09,0.0,0.09899494936611666,-0.12727922061357855,05+-,0.0,0.09899494936611666,-0.12727922061357855
Kepler-1398,Kepler-1398 b,2016-05-06,2,0.039599999999999996,0.0,0.0,0.427508681272861,0.5137118498265503,-0.23670514195715794,0.0,0.0,0.0,84.8,0.0,0.0,-2.289999999999992,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-2.289999999999992,0.0,-0.0
Kepler-313,Kepler-313 c,2014-05-14,2,0.196,0.0,0.0,5.015922500146434,2.956766787421331,-2.4740483904387687,0.0,0.0,0.0,88.81,0.0,0.0,-0.5700000000000074,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-0.5700000000000074,0.0,-0.0
Kepler-316,Kepler-316 b,2014-05-14,2,0.028,0.0,0.0,1.7722226145757798,0.728616693065375,-0.5462450633472724,0.0,0.0,0.0,88.81,0.0,0.0,1.1400000000000006,0.0,-0.0,01+1-2+-3+3-4+4-5+-,1.1400000000000006,0.0,-0.0
Kepler-319,Kepler-319 b,2014-05-14,3,0.05207774986281709,0.0,0.0,6.470431919218499,3.4769533980706866,-2.52949559131598,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-325,Kepler-325 c,2014-05-14,3,0.104,0.0,0.0,10.363324301669198,8.345002625480138,-4.799276105998136,0.0,0.0,0.0,87.09,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-256,Kepler-256 b,2014-05-14,4,0.027,0.0,0.0,2.4304936021527226,2.1101837755575863,-1.4350651766240494,0.0,0.0,0.0,79.07,0.0,0.0,10.310000000000002,0.0,-0.0,01+1-2+-3+3-4+4-5+-,10.310000000000002,0.0,-0.0
Kepler-137,Kepler-137 b,2014-05-14,2,0.07830450429466537,0.0,0.0,4.166998496110036,1.8901392482347443,-1.5420452210888613,0.0,0.0,0.0,87.09,0.0,0.0,1.7199999999999989,0.0,-0.0,01+1-2+-3+3-4+4-5+-,1.7199999999999989,0.0,-0.0
Kepler-142,Kepler-142 b,2014-05-14,3,0.0315638682603061,0.0,0.0,5.022106709384871,2.328859044919703,-1.7019741904230306,0.0,0.0,0.0,84.8,0.0,0.0,4.579999999999998,0.0,-0.0,01+1-2+-3+3-4+4-5+-,4.579999999999998,0.0,-0.0
Kepler-142,Kepler-142 d,2014-05-14,3,0.2374740820540292,0.0,0.0,3.052231023689645,1.886532590326552,-1.2510442420282935,0.0,0.0,0.0,89.95,0.0,0.0,-0.5700000000000074,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-0.5700000000000074,0.0,-0.0
Kepler-203,Kepler-203 b,2014-05-14,3,0.0424,0.0,0.0,6.607840130686932,3.410157905309439,-2.3926046180405747,0.0,0.0,0.0,85.94,0.0,0.0,4.010000000000005,0.0,-0.0,01+1-2+-3+3-4+4-5+-,4.010000000000005,0.0,-0.0
Kepler-206,Kepler-206 c,2014-05-14,3,0.10859743357326067,0.0,0.0,4.2699815099984875,2.307810959927683,-1.4934576741952812,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-144,Kepler-144 b,2014-05-14,2,0.06624980887251077,0.0,0.0,2.2562443919733264,1.7013957422922381,-1.1104814332435777,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-212,Kepler-212 c,2014-05-14,2,0.2053,0.0,0.0,7.078020277380578,2.988145731311551,-2.2551176570138436,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-252,Kepler-252 c,2014-05-14,2,0.08145,0.00433,-0.00433,6.602226464895379,2.7769502926266636,-2.0427625412951134,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-5+-,0.0,0.0,-0.0
Kepler-215,Kepler-215 d,2014-05-14,4,0.187,0.0,0.0,23.6,17.3,-11.9,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-256,Kepler-256 c,2014-05-14,4,0.044,0.0,0.0,4.2962139293503565,2.705644526406884,-2.113903283228694,0.0,0.0,0.0,84.8,0.0,0.0,4.579999999999998,0.0,-0.0,01+1-2+-3+3-4+4-5+-,4.579999999999998,0.0,-0.0
Kepler-217,Kepler-217 b,2014-05-14,3,0.06717656458299345,0.0,0.0,5.600943600870488,2.8066809797822385,-2.106613435454142,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
PSR B1257+12,PSR B1257+12 d,2018-12-03,3,0.47,0.0,0.0,2.8,0.2,-0.2,0.0232,0.00345,-0.00345,47.0,3.0,-3.0,6.0,5.0,-5.0,04+4-5+-,6.0,5.0,-5.0
Kepler-306,Kepler-306 e,2014-05-14,4,0.23025783871547034,0.0,0.0,8.28413440112979,3.651989521436784,-2.553746002604959,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-80,Kepler-80 g,2017-12-12,6,0.14230429818544202,0.0,0.0,1.374335660178263,0.7106789941864271,-0.5134642390066957,0.10130392540225952,0.0,0.0,89.35,0.47,-0.98,0.4099999999999966,0.6576473218982952,-1.1596551211459378,01+-2+-4+4-5+-,0.4099999999999966,0.6576473218982952,-1.1596551211459378
Kepler-353,Kepler-353 c,2014-05-14,2,0.06639081086048507,0.0,0.0,4.307630223888191,2.3204185348631317,-1.5239609755233294,0.0,0.0,0.0,87.09,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-271,Kepler-271 b,2019-02-05,3,0.08779999999999999,0.0,0.0,2.022784355271947,1.045584954134743,-0.7358673197319494,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-1143,Kepler-1143 b,2016-05-06,2,0.03627080263410808,0.0,0.0,3.0926972629087253,1.489769326923044,-1.1029887594076426,0.0,0.0,0.0,89.38,0.0,0.0,0.5700000000000074,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.5700000000000074,0.0,-0.0
Kepler-188,Kepler-188 b,2014-05-14,2,0.0316,0.0,0.0,3.8292539097726133,2.5588636669826545,-2.2083544268895277,0.0,0.0,0.0,88.81,0.0,0.0,-1.7199999999999989,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-1.7199999999999989,0.0,-0.0
Kepler-367,Kepler-367 b,2014-05-14,2,0.2015,0.0,0.0,1.568773131189574,0.3511643380918905,-0.2975724623399829,0.0,0.0,0.0,89.95,0.0,0.0,-1.1400000000000006,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-1.1400000000000006,0.0,-0.0
Kepler-355,Kepler-355 c,2014-05-14,2,0.17447905680848166,0.0,0.0,8.836174768877424,5.725454113921325,-3.5450053668063193,0.0,0.0,0.0,88.24,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-356,Kepler-356 c,2014-05-14,2,0.11272754438490254,0.0,0.0,4.32177533395858,2.346523938725964,-1.6634361070611416,0.0,0.0,0.0,88.24,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-189,Kepler-189 b,2014-05-14,2,0.08761437087468507,0.0,0.0,2.2876042875005194,1.4010612528518274,-0.9468593835770822,0.0,0.0,0.0,89.95,0.0,0.0,-1.1400000000000006,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-1.1400000000000006,0.0,-0.0
Kepler-122,Kepler-122 e,2014-05-14,5,0.226,0.0,0.0,27.7,11.4,-9.8,0.0,0.0,0.0,86.52,0.0,0.0,2.8599999999999994,0.0,-0.0,01+1-3+3-4+4-5+-,2.8599999999999994,0.0,-0.0
Kepler-215,Kepler-215 c,2014-05-14,4,0.1139,0.0,0.0,3.2164862502355787,2.148280613836693,-1.3424068954172088,0.0,0.0,0.0,88.81,0.0,0.0,0.5699999999999932,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.5699999999999932,0.0,-0.0
Kepler-369,Kepler-369 b,2014-05-14,2,0.030361699644143075,0.0,0.0,1.3733288190511423,0.7383456793062355,-0.5030521472875475,0.0,0.0,0.0,89.38,0.0,0.0,-0.5699999999999932,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-0.5699999999999932,0.0,-0.0
Kepler-374,Kepler-374 d,2014-05-14,3,0.057630032322840204,0.0,0.0,2.293855317304613,2.1015531094812654,-1.3724149403480925,0.0,0.0,0.0,85.94,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-80,Kepler-80 b,2016-08-04,6,0.0645101131161636,0.00162,-0.00162,6.93,1.05,-0.7,0.0,0.0,0.0,89.75999999999999,0.46,-0.62,0.0,0.6505382386916237,-0.8768124086713189,01+1-5+-,0.0,0.6505382386916237,-0.8768124086713189
Kepler-80,Kepler-80 f,2016-08-04,6,0.017,0.0002,-0.0002,1.586756174369254,0.390107007635345,-0.3188871319664386,0.0,0.0,0.0,89.38,2.36,-2.59,0.37999999999999545,2.4044126101815384,-2.663174797117155,01+1-2+-5+-,0.37999999999999545,2.4044126101815384,-2.663174797117155
Kepler-296,Kepler-296 b,2015-09-02,5,0.0696,0.00735,-0.00735,3.4373990542387256,2.1486242775692697,-1.448537766948822,0.0,0.0,0.0,79.64,0.0,0.0,9.170000000000002,0.0,-0.0,01+1-2+-3+3-5+-,9.170000000000002,0.0,-0.0
Kepler-1126,Kepler-1126 c,2017-05-08,2,0.6541,0.0,0.0,3.294634439518531,2.3084393355287434,-1.8763767646807636,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-204,Kepler-204 c,2014-05-14,2,0.17222710608614045,0.0,0.0,2.9235799846238333,2.2912176730600153,-1.6015598817091166,0.0,0.0,0.0,89.38,0.0,0.0,-1.7199999999999989,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-1.7199999999999989,0.0,-0.0
Kepler-235,Kepler-235 b,2014-05-14,4,0.03561085046578875,0.000995,-0.001065,5.820952459627422,2.3062902236223115,-1.6965188595862468,0.0,0.0,0.0,87.185,0.0,-0.33,0.0,0.0,-0.4666904755831214,01+1-2+-5+-,0.0,0.0,-0.4666904755831214
OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L b,2019-12-05,2,3.91,0.4,-0.4,40.55,4.3,-4.3,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+-3+-5+-,0.0,0.0,-0.0
Kepler-887,Kepler-887 b,2016-05-06,2,0.1543,0.0,0.0,3.729061677450693,2.617226530532156,-2.0763066674522666,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-344,Kepler-344 b,2014-05-14,2,0.15015,0.0,0.0,7.823233091031516,5.351963297433065,-3.2616033549052075,0.0,0.0,0.0,89.95,0.0,0.0,-0.5700000000000074,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-0.5700000000000074,0.0,-0.0
Kepler-182,Kepler-182 c,2014-05-14,2,0.15542290812872106,0.0,0.0,15.23631624928656,13.468931899390636,-8.00676654787405,0.0,0.0,0.0,88.24,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-1859,Kepler-1859 c,2017-05-08,2,0.04654623767468416,0.0,0.0,2.192605062342408,2.3462191301179454,-1.3979676123026752,0.0,0.0,0.0,87.66,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-1471,Kepler-1471 c,2017-05-08,2,0.09540717166644373,0.0,0.0,2.931159036848493,2.516093490418311,-1.8350022395467576,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-1487,Kepler-1487 b,2016-05-06,2,0.08030860546501457,0.0,0.0,3.861879480767109,2.3568340484863484,-1.665242580878838,0.0,0.0,0.0,86.52,0.0,0.0,-3.4399999999999977,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-3.4399999999999977,0.0,-0.0
Kepler-221,Kepler-221 c,2014-05-14,4,0.0586,0.0,0.0,15.1,10.1,-6.7,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-258,Kepler-258 b,2014-05-14,2,0.10249822075871606,0.0,0.0,14.544774495104564,19.62696527329745,-9.75373925474187,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-1834,Kepler-1834 c,2017-05-08,2,0.015,0.0,0.0,1.4980389484261756,0.6631346737579538,-0.49894422595800947,0.0,0.0,0.0,88.24,0.0,0.0,0.5700000000000074,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.5700000000000074,0.0,-0.0
Kepler-240,Kepler-240 c,2014-05-14,2,0.07178056201122301,0.0,0.0,102.3,43.3,-39.4,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-257,Kepler-257 b,2014-05-14,3,0.03318551755829939,0.0,0.0,8.330929147227218,9.566854409504044,-4.957278619027175,0.0,0.0,0.0,89.38,0.0,0.0,-0.5699999999999932,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-0.5699999999999932,0.0,-0.0
Kepler-327,Kepler-327 b,2014-05-14,3,0.03,0.0,0.0,2.175531689895302,0.9007407061761592,-0.6595626952333324,0.0,0.0,0.0,83.65,0.0,0.0,2.289999999999992,0.0,-0.0,01+1-2+-3+3-4+4-5+-,2.289999999999992,0.0,-0.0
Kepler-769,Kepler-769 b,2016-05-06,2,0.07689623459133398,0.0,0.0,6.510862699296581,3.871015797916037,-2.707625923775107,0.0,0.0,0.0,86.52,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-228,Kepler-228 b,2014-05-14,3,0.0374,0.0,0.0,3.370267748519094,2.606735917363987,-1.960419239531735,0.0,0.0,0.0,88.24,0.0,0.0,1.1400000000000006,0.0,-0.0,01+1-2+-3+3-4+4-5+-,1.1400000000000006,0.0,-0.0
Kepler-310,Kepler-310 c,2014-05-14,3,0.2824,0.0,0.0,12.267726007874952,10.663124856294832,-5.959027588796877,0.0,0.0,0.0,88.81,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-31,Kepler-31 d,2016-03-23,3,0.399823980093753,0.0,0.0,2161.244,0.0,0.0,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+2-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-307,Kepler-307 b,2016-04-13,2,0.09239561124979871,0.0,0.0,7.44,0.91,-0.87,0.0,0.0,0.0,88.24,0.0,0.0,0.0,0.0,-0.0,01+1-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-255,Kepler-255 c,2014-05-14,3,0.08719367509547005,0.0,0.0,9.901135898184053,6.892429996036805,-4.1306751429851865,0.0,0.0,0.0,88.24,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
HD 181433,HD 181433 b,2018-09-04,3,0.08005000000000001,5e-05,-5e-05,7.254295000000001,0.047675,-0.047675,0.3922,0.06,-0.06,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 181433,HD 181433 c,2014-07-23,3,1.7731,0.001,-0.001,207.47704,0.95349,-0.95349,0.26912,0.0115,-0.0115,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 181433,HD 181433 d,2014-07-23,3,3.29347,0.22,-0.22,171.0,1.27131,-1.27131,0.469,0.0315,-0.0315,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
Kepler-146,Kepler-146 b,2014-05-14,2,0.19882117204345998,0.0,0.0,12.156719265969592,7.911923101905696,-5.200845260759112,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-275,Kepler-275 c,2014-05-14,3,0.13253610651230785,0.0,0.0,12.401104734137562,7.975547002589213,-5.162388188211117,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-864,Kepler-864 c,2017-05-08,2,0.03529049678840233,0.0,0.0,3.626132055153784,2.7039100012096107,-2.085809378502984,0.0,0.0,0.0,84.74000000000001,0.0,0.0,4.069999999999993,0.0,-0.0,01+1-2+-3+3-4+4-5+-,4.069999999999993,0.0,-0.0
Kepler-949,Kepler-949 c,2017-05-08,2,0.1394,0.0,0.0,13.887002753487824,17.424776039995738,-8.507018293110555,0.0,0.0,0.0,88.24,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
