hostname,pl_name,rowupdate,sy_pnum,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,flag,pl_relincl,pl_relinclerr1,pl_relinclerr2,namd_rel,namd_abs,namd_rel_mc,namd_rel_q16,namd_rel_q50,namd_rel_q84,namd_abs_mc,namd_abs_q16,namd_abs_q50,namd_abs_q84
TOI-1338 A,TOI-1338 A b,2024-08-16,2,0.4607,0.0086,-0.0088,21.8,2.1,-2.1,0.088,0.0043,-0.0033,7.067999999999998,6.702457926014903,-6.801379933513492,05d+-,7.067999999999998,6.702457926014903,-6.801379933513492,0.006144065658821455,0.0030720328294107273,,0.007271723481566033,0.014041606088009834,0.030692313590420073,,0.00364434199387265,0.007086457951859687,0.015363549000760708
TOI-1338 A,TOI-1338 A c,2024-08-07,2,0.7596976682726775,0.016,-0.016,70.30000000000001,7.9,-7.7,0.0985,0.032,-0.026,0.0,9.475230867899738,-9.616652224137045,05d+-,0.0,9.475230867899738,-9.616652224137045,0.006144065658821455,0.0030720328294107273,,0.007271723481566033,0.014041606088009834,0.030692313590420073,,0.00364434199387265,0.007086457951859687,0.015363549000760708
TOI-1408,TOI-1408 b,2025-08-07,2,0.05791,0.00015000000000000001,-0.00015000000000000001,565.065003915,33.7828407,-33.7828407,0.13065000000000002,0.01325,-0.01325,0.0,0.207889393668845,-0.207889393668845,05d+-,0.0,0.207889393668845,-0.207889393668845,0.008579563069476217,0.004289781534738108,,0.006954119943702018,0.008578448792863855,0.010386823418702652,,0.0034826366333923684,0.0043012665952891944,0.005205913361389525
TOI-1408,TOI-1408 c,2024-10-14,2,0.03587,8e-05,-8e-05,7.6,0.2,-0.2,0.1353,0.0001,-0.0001,1.0005000000000166,0.3340793318958837,-0.3340793318958837,05d+-,1.0005000000000166,0.3340793318958837,-0.3340793318958837,0.008579563069476217,0.004289781534738108,,0.006954119943702018,0.008578448792863855,0.010386823418702652,,0.0034826366333923684,0.0043012665952891944,0.005205913361389525
TOI-1468,TOI-1468 b,2025-06-11,2,0.021045428047155347,0.00016,-0.00016,3.125,0.35,-0.35,0.0099,0.018,-0.005,1.1325000000000074,0.38961006147172333,-0.3187118604633345,05d+-,1.1325000000000074,0.38961006147172333,-0.3187118604633345,0.004852812496106291,0.0024264062480531456,,0.0010604756244314572,0.007414567309514007,0.02315069492851513,,0.0005450784343286552,0.0036637976483958547,0.011543359308096553
TOI-1468,TOI-1468 c,2025-06-11,2,0.085985577005462,0.00065,-0.00065,5.369999999999999,0.885,-0.8900000000000001,0.111,0.15,-0.084,0.0,0.12162236636408619,-0.06858935777509512,05d+-,0.0,0.12162236636408619,-0.06858935777509512,0.004852812496106291,0.0024264062480531456,,0.0010604756244314572,0.007414567309514007,0.02315069492851513,,0.0005450784343286552,0.0036637976483958547,0.011543359308096553
TOI-201,TOI-201 b,2025-08-07,2,0.3026,0.01105,-0.01605,158.91453803,19.069744245000003,-14.461216415,0.28,0.06,-0.09,1.082499999999996,0.07569841477864646,-0.07300684899377594,05d+-,1.082499999999996,0.07569841477864646,-0.07300684899377594,0.232334680593428,0.116167340296714,,0.21996382672583142,0.23209570920504047,0.2449488094198848,,0.11013557495489308,0.11615253102379744,0.12248144527037748
TOI-201,TOI-201 c,2025-08-07,2,4.28,0.36,-0.21,4513.1633794,317.828407,-381.3940884,0.643,0.009,-0.021,0.0,0.042426406871192854,-0.024041630560342617,05d+-,0.0,0.042426406871192854,-0.024041630560342617,0.232334680593428,0.116167340296714,,0.21996382672583142,0.23209570920504047,0.2449488094198848,,0.11013557495489308,0.11615253102379744,0.12248144527037748
TOI-2015,TOI-2015 b,2025-04-21,2,0.029711,0.0006515,-0.0006014999999999999,12.799999999999999,2.21,-2.2249999999999996,0.03945,0.0018,-0.0016,0.0,0.09899494936611666,-0.10606601717798214,05d+-,0.0,0.09899494936611666,-0.10606601717798214,0.0007246020174588556,0.0003623010087294278,,0.0006457289327228008,0.0007261923975708782,0.0008148602397645242,,0.000323184702512332,0.0003632984587277761,0.00040775954847755693
TOI-2015,TOI-2015 c,2025-03-09,2,0.041232,4e-06,-4e-06,8.91,0.38,-0.4,0.00033,0.0003,-0.0002,2.0799999999999983,0.27892651361962706,-0.25144581921360315,05d+-,2.0799999999999983,0.27892651361962706,-0.25144581921360315,0.0007246020174588556,0.0003623010087294278,,0.0006457289327228008,0.0007261923975708782,0.0008148602397645242,,0.000323184702512332,0.0003632984587277761,0.00040775954847755693
TOI-216,TOI-216.01,2024-09-16,2,0.2069,0.0107,-0.0082,188.99195396,88.17828407,-53.178284070000004,0.016800000000000002,0.01985,-0.0106,0.0,0.15556349186104046,-0.16970562748477142,05d+-,0.0,0.15556349186104046,-0.16970562748477142,0.0011495023171696048,0.0005747511585848024,,0.0007478577004504176,0.0012794637349688315,0.0021134521382180156,,0.0003743453151176813,0.0006336482788889672,0.0010452234148187133
TOI-216,TOI-216.02,2024-03-04,2,0.1293,0.0067,-0.0051,24.375938005000002,10.317828405,-7.317828405,0.14600000000000002,0.031,-0.0125,1.465999999999994,0.1177454882362802,-0.13792751719653334,05d+-,1.465999999999994,0.1177454882362802,-0.13792751719653334,0.0011495023171696048,0.0005747511585848024,,0.0007478577004504176,0.0012794637349688315,0.0021134521382180156,,0.0003743453151176813,0.0006336482788889672,0.0010452234148187133
TOI-2202,TOI-2202 b,2025-04-16,2,0.0966309323336779,0.00156,-0.00161,299.07653099000004,23.837130525,-25.235575515,0.032,0.02375,-0.01125,31.0,13.0,-11.0,0,0.0,0.5444722215136416,-2.4183051916579923,0.0018522921955150325,0.07183857760776086,,0.0013565919305336188,0.002548171502836595,0.0043751677536155624,,0.04163966285979989,0.07656971276579755,0.12207827722001652
TOI-2202,TOI-2202 c,2021-08-23,2,0.15544,0.00255,-0.00263,117.27868218,32.73632592,-26.57045483,0.0622,0.0452,-0.0211,31.0,13.0,-11.0,05+-,4.144999999999996,2.4306840600950177,-3.3666155111625087,0.0018522921955150325,0.07183857760776086,,0.0013565919305336188,0.002548171502836595,0.0043751677536155624,,0.04163966285979989,0.07656971276579755,0.12207827722001652
TOI-2525,TOI-2525 b,2024-09-30,2,0.1511,0.002,-0.002,26.69758619,1.58914204,-1.58914204,0.17,0.011,-0.01,0.46999999999999886,0.1140175425099138,-0.1140175425099138,05d+-,0.46999999999999886,0.1140175425099138,-0.1140175425099138,0.012599549922744103,0.006299774961372052,,0.011566281874194681,0.012606614120056116,0.013741906670103974,,0.005771123713761255,0.006299170453059368,0.006860152949056433
TOI-2525,TOI-2525 c,2024-10-14,2,0.249,0.004,-0.004,208.8132634,9.85268062,-10.17050902,0.157,0.008,-0.007,0.0,0.12727922061357855,-0.12727922061357855,05d+-,0.0,0.12727922061357855,-0.12727922061357855,0.012599549922744103,0.006299774961372052,,0.011566281874194681,0.012606614120056116,0.013741906670103974,,0.005771123713761255,0.006299170453059368,0.006860152949056433
TOI-270,TOI-270 b,2024-03-04,3,0.030890263734215,0.00176,-0.00296,1.58,0.26,-0.26,0.017,0.025,-0.025,0.8799999999999955,0.9013878188659973,-1.461642911247477,05d+-,0.8799999999999955,0.9013878188659973,-1.461642911247477,6.865395736181807e-05,3.4326978680909036e-05,,0.0001587103870171113,0.0003403196267381481,0.0006535136807672454,,7.934768472408486e-05,0.00016820966199929883,0.00032314084009086463
TOI-270,TOI-270 c,2024-09-16,3,0.0472,0.001655,-0.001805,6.15,0.37,-0.37,0.0135,0.021,-0.021,0.0,0.4242640687119285,-0.5939696961966999,05d+-,0.0,0.4242640687119285,-0.5939696961966999,6.865395736181807e-05,3.4326978680909036e-05,,0.0001587103870171113,0.0003403196267381481,0.0006535136807672454,,7.934768472408486e-05,0.00016820966199929883,0.00032314084009086463
TOI-270,TOI-270 d,2024-03-04,3,0.07337194967946156,0.0023499999999999997,-0.0023499999999999997,4.78,0.43,-0.43,0.0,0.023,-0.023,-0.1599999999999966,0.33999999999999997,-0.4368065933568311,05d+-,-0.1599999999999966,0.33999999999999997,-0.4368065933568311,6.865395736181807e-05,3.4326978680909036e-05,,0.0001587103870171113,0.0003403196267381481,0.0006535136807672454,,7.934768472408486e-05,0.00016820966199929883,0.00032314084009086463
TOI-406,TOI-406 c,2025-05-05,2,0.0322,0.0013,-0.0013,2.08,0.23,-0.22,0.032,0.037,-0.023,1.8000000000000114,0.4242640687119285,-0.447213595499958,05d+-,1.8000000000000114,0.4242640687119285,-0.447213595499958,0.001476445768115863,0.0007382228840579315,,0.0005996760384652897,0.001722238279381567,0.0038808208587008024,,0.00029269054991739696,0.0008443080856649244,0.0018735229994152173
TOI-406,TOI-406.01,2025-05-05,2,0.0832087675,0.0031,-0.0031,6.57,1.0,-0.9,0.056,0.035,-0.034,0.0,0.4242640687119285,-0.28284271247461906,05d+-,0.0,0.4242640687119285,-0.28284271247461906,0.001476445768115863,0.0007382228840579315,,0.0005996760384652897,0.001722238279381567,0.0038808208587008024,,0.00029269054991739696,0.0008443080856649244,0.0018735229994152173
TOI-421,TOI-421 b,2024-08-07,2,0.0557,0.0014,-0.0014,6.9350000000000005,0.63,-0.63,0.14650000000000002,0.066,-0.0605,2.6729999999999876,0.36835309147609985,-0.467606672321942,05d+-,2.6729999999999876,0.36835309147609985,-0.467606672321942,0.011677899313458267,0.005838949656729133,,0.007490213147615338,0.012160640001218623,0.01826044814501046,,0.003711342879320173,0.006116013128198932,0.009115490951518665
TOI-421,TOI-421 c,2024-08-07,2,0.1189,0.00285,-0.00285,15.260000000000002,1.23,-1.22,0.152,0.042,-0.042,0.0,0.11030865786510141,-0.11879393923934,05d+-,0.0,0.11030865786510141,-0.11879393923934,0.011677899313458267,0.005838949656729133,,0.007490213147615338,0.012160640001218623,0.01826044814501046,,0.003711342879320173,0.006116013128198932,0.009115490951518665
TOI-4562,TOI-4562 b,2024-10-03,2,0.7866039720898247,0.005,-0.005,732.0,152.0,-149.0,0.76,0.02,-0.02,0.894999999999996,0.21100947846009194,-0.2170829334609241,05d+-,0.894999999999996,0.21100947846009194,-0.2170829334609241,0.053448506787402976,0.026724253393701488,,0.04436199014505375,0.05388943221061021,0.06378839804252442,,0.022002509317932184,0.026868048331569326,0.031845968625298614
TOI-4562,TOI-4562 c,2024-09-28,2,5.219,0.002,-0.002,1833.86990839,117.59651059,-177.98390792,0.122,0.027,-0.026,0.0,0.2404163056034262,-0.26870057685088805,05d+-,0.0,0.2404163056034262,-0.26870057685088805,0.053448506787402976,0.026724253393701488,,0.04436199014505375,0.05388943221061021,0.06378839804252442,,0.022002509317932184,0.026868048331569326,0.031845968625298614
TOI-776,TOI-776 b,2024-10-14,2,0.0653,0.00145,-0.0015500000000000002,4.5,1.25,-1.25,0.06,0.03,-0.02,-0.14000000000000057,0.3330165161069342,-0.42544094772365293,05d+-,-0.14000000000000057,0.3330165161069342,-0.42544094772365293,0.0011754034093953176,0.0005877017046976588,,0.0006860242837655605,0.0012643305161193937,0.0020940438306788606,,0.00035019593254063535,0.0006402662502533597,0.001056031737143639
TOI-776,TOI-776 c,2024-10-14,2,0.1,0.0023,-0.0024,6.1,2.2,-2.15,0.04,0.02,-0.01,0.0,0.3535533905932738,-0.29698484809834996,05d+-,0.0,0.3535533905932738,-0.29698484809834996,0.0011754034093953176,0.0005877017046976588,,0.0006860242837655605,0.0012643305161193937,0.0020940438306788606,,0.00035019593254063535,0.0006402662502533597,0.001056031737143639
TOI-836,TOI-836 b,2024-09-16,2,0.0422,0.00093,-0.00093,4.53,0.92,-0.86,0.053,0.042,-0.042,1.1300000000000097,1.5632018423735305,-1.5632018423735305,05d+-,1.1300000000000097,1.5632018423735305,-1.5632018423735305,0.002668372085857744,0.001334186042928872,,0.0016758564086072714,0.004002507922934545,0.008420683362533292,,0.0008427112624703313,0.002010222447738249,0.0041531062559140245
TOI-836,TOI-836 c,2024-09-16,2,0.075,0.0016,-0.0016,9.6,2.7,-2.5,0.078,0.056,-0.056,0.0,2.1213203435596424,-2.1213203435596424,05d+-,0.0,2.1213203435596424,-2.1213203435596424,0.002668372085857744,0.001334186042928872,,0.0016758564086072714,0.004002507922934545,0.008420683362533292,,0.0008427112624703313,0.002010222447738249,0.0041531062559140245
TRAPPIST-1,TRAPPIST-1 b,2025-07-17,7,0.011537,0.00022,-0.00022,1.017,0.154,-0.143,0.00311,0.00304,-0.00304,0.1799999999999926,0.271154937259125,-0.2960574268617493,05d+-,0.1799999999999926,0.271154937259125,-0.2960574268617493,0.0004325496770516364,0.0002162748385258182,,0.00042076323977049556,0.0004367671309415081,0.000453129170890874,,0.00021006944209201624,0.00021816409519310713,0.00022588274110089336
TRAPPIST-1,TRAPPIST-1 c,2025-07-17,7,0.015795,0.000305,-0.0003,1.308,0.142,-0.131,0.00327,0.00188,-0.00188,0.08499999999999375,0.14615402833996743,-0.14615402833996743,05d+-,0.08499999999999375,0.14615402833996743,-0.14615402833996743,0.0004325496770516364,0.0002162748385258182,,0.00042076323977049556,0.0004367671309415081,0.000453129170890874,,0.00021006944209201624,0.00021816409519310713,0.00022588274110089336
TRAPPIST-1,TRAPPIST-1 d,2022-11-14,7,0.022265,0.00019,-0.000185,0.388,0.039,-0.035,0.039185000000000005,0.00093,-0.00093,-0.04000000000000625,0.15206906325745548,-0.15206906325745548,05d+-,-0.04000000000000625,0.15206906325745548,-0.15206906325745548,0.0004325496770516364,0.0002162748385258182,,0.00042076323977049556,0.0004367671309415081,0.000453129170890874,,0.00021006944209201624,0.00021816409519310713,0.00022588274110089336
TRAPPIST-1,TRAPPIST-1 e,2023-04-17,7,0.029245,0.00054,-0.00055,0.692,0.079,-0.075,0.04505000000000001,0.00058,-0.00058,-0.08300000000001262,0.09533624704172071,-0.09533624704172071,05d+-,-0.08300000000001262,0.09533624704172071,-0.09533624704172071,0.0004325496770516364,0.0002162748385258182,,0.00042076323977049556,0.0004367671309415081,0.000453129170890874,,0.00021006944209201624,0.00021816409519310713,0.00022588274110089336
TRAPPIST-1,TRAPPIST-1 f,2023-04-17,7,0.038511805,0.00033,-0.00031999999999999997,0.934,0.08,-0.078,0.036535,0.00068,-0.00068,0.029999999999986926,0.04220189569201839,-0.04220189569201839,05d+-,0.029999999999986926,0.04220189569201839,-0.04220189569201839,0.0004325496770516364,0.0002162748385258182,,0.00042076323977049556,0.0004367671309415081,0.000453129170890874,,0.00021006944209201624,0.00021816409519310713,0.00022588274110089336
TRAPPIST-1,TRAPPIST-1 g,2022-11-14,7,0.04682264,0.0004,-0.00038500000000000003,1.321,0.098,-0.095,0.03154,0.00058,-0.00058,0.0,0.03535533905932738,-0.03535533905932738,05d+-,0.0,0.03535533905932738,-0.03535533905932738,0.0004325496770516364,0.0002162748385258182,,0.00042076323977049556,0.0004367671309415081,0.000453129170890874,,0.00021006944209201624,0.00021816409519310713,0.00022588274110089336
TRAPPIST-1,TRAPPIST-1 h,2022-11-14,7,0.06189,0.00053,-0.00051,0.3285,0.038,-0.0345,0.00567,0.00121,-0.00121,-0.07150000000000034,0.050172203459684726,-0.04590479277809671,05d+-,-0.07150000000000034,0.050172203459684726,-0.04590479277809671,0.0004325496770516364,0.0002162748385258182,,0.00042076323977049556,0.0004367671309415081,0.000453129170890874,,0.00021006944209201624,0.00021816409519310713,0.00022588274110089336
WASP-148,WASP-148 b,2025-07-17,2,0.08354840927649335,0.0015300000000000001,-0.00185,92.32938401499999,8.740301105,-8.740301105,0.214,0.063,-0.063,21.0,9.0,-17.0,0,15.600000000000009,4.607917099948739,-7.3049914442112795,0.06220823976653103,0.05693086755224094,,0.0524623884313935,0.07059441513166922,0.0932851046278032,,0.04193005718080704,0.06548259435412623,0.09967934465615781
WASP-148,WASP-148 c,2022-10-03,2,0.205414386438398,0.0037999999999999996,-0.00465,127.132,15.8915,-15.8915,0.351,0.06,-0.064,21.0,9.0,-17.0,05+-,0.0,6.505382386916237,-10.323759005323593,0.06220823976653103,0.05693086755224094,,0.0524623884313935,0.07059441513166922,0.0932851046278032,,0.04193005718080704,0.06548259435412623,0.09967934465615781
WASP-47,WASP-47 b,2024-12-10,4,0.0514371704138235,0.0013,-0.0013,363.35,18.0349,-17.5349,0.0028,0.0023499999999999997,-0.0011,29.2,11.1,-13.3,0,-0.5,45.00044444224968,-45.00044444224968,0.03750989452331156,0.079907177744209,,0.08547285227926518,0.22996814944589636,0.5622489404820855,,0.048446116826997065,0.08248551642506519,0.13103539565194863
WASP-47,WASP-47 c,2024-12-10,4,1.3929565604621683,0.04,-0.04,398.9,18.0,-22.0,0.295,0.0165,-0.0165,29.2,11.1,-13.3,05+-,0.0,63.63961030678928,-63.63961030678928,0.03750989452331156,0.079907177744209,,0.08547285227926518,0.22996814944589636,0.5622489404820855,,0.048446116826997065,0.08248551642506519,0.13103539565194863
WASP-47,WASP-47 d,2024-12-10,4,0.0863990780451663,0.01085,-0.01085,14.7,4.25,-4.25,0.01,0.0104,-0.00555,29.2,11.1,-13.3,05+-,-0.8400000000000034,45.00078027101308,-45.00069443908616,0.03750989452331156,0.079907177744209,,0.08547285227926518,0.22996814944589636,0.5622489404820855,,0.048446116826997065,0.08248551642506519,0.13103539565194863
WASP-47,WASP-47 e,2024-12-10,4,0.0169387411541483,0.002165,-0.002165,9.0,0.7350000000000001,-0.745,0.0,0.036,-0.02,29.2,11.1,-13.3,05+-,2.0349999999999966,45.07504853020127,-45.07504853020127,0.03750989452331156,0.079907177744209,,0.08547285227926518,0.22996814944589636,0.5622489404820855,,0.048446116826997065,0.08248551642506519,0.13103539565194863
XO-2 N,XO-2 N b,2024-05-08,3,0.03665,0.00064,-0.00064,184.18248499999999,10.488389999999999,-12.553875,0.006,0.038,-0.022,27.0,12.0,-27.0,0,0.0,0.7212489168102785,-0.7707463914933369,1.8000162002929088e-05,0.05450475703670671,,7.817756021258672e-05,0.00035981322291434026,0.001120841548553586,,0.01259855231023681,0.06382503863984071,0.16310435434883824
bet Pic,bet Pic b,2023-06-12,2,9.04,0.61,-0.45499999999999996,3321.3235,1007.0424935799999,-657.11182447,0.08,0.0805,-0.0465,0.0,0.5656854249492381,-0.5586143571373726,05d+-,0.0,0.5656854249492381,-0.5586143571373726,0.015185783002836245,0.007592891501418122,,0.012162909376054944,0.016592258323580602,0.022552416697706374,,0.006084840886659806,0.008270436854026595,0.011298473808886501
bet Pic,bet Pic c,2023-06-12,2,2.6900000000000004,0.016,-0.015,3041.466109285,373.44837822,-327.68108762,0.277,0.024,-0.034,-0.5190000000000055,0.40852050132153717,-0.4053467651283282,05d+-,-0.5190000000000055,0.40852050132153717,-0.4053467651283282,0.015185783002836245,0.007592891501418122,,0.012162909376054944,0.016592258323580602,0.022552416697706374,,0.006084840886659806,0.008270436854026595,0.011298473808886501
iot Dra,iot Dra b,2022-12-17,2,1.2875,0.049999999999999996,-0.049999999999999996,2815.85,181.14396547,-179.554823435,0.7067,0.00595,-0.00595,40.0,33.015148038438355,-26.870057685088806,05d+-,40.0,33.015148038438355,-26.870057685088806,0.1539893819782646,0.0769946909891323,,0.15199143849420038,0.23507405321883046,0.37432338219010414,,0.07740730261802134,0.11961108888269792,0.19166882113359757
iot Dra,iot Dra c,2022-05-03,2,19.4,10.0,-7.7,4958.1231492,4449.597698,-1620.9248757,0.455,0.12,-0.084,0.0,26.870057685088806,-26.870057685088806,05d+-,0.0,26.870057685088806,-26.870057685088806,0.1539893819782646,0.0769946909891323,,0.15199143849420038,0.23507405321883046,0.37432338219010414,,0.07740730261802134,0.11961108888269792,0.19166882113359757
