hostname,pl_name,rowupdate,sy_pnum,st_rad,st_mass,pl_orbper,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_ratdor,pl_ratror,flag,pl_relincl,pl_relinclerr1,pl_relinclerr2,namd_abs,namd_abs_mc,namd_abs_q16,namd_abs_q50,namd_abs_q84
K2-290,K2-290 b,1900-01-01,2,,1.194,,0.0923,0.0066,-0.0066,10.572547555448569,2.8506196612608328,-2.5891470128042107,0.0,0.0,0.0,117.8,14.0,-11.0,,,02+-,1.230000000000004,0.6251399843235114,-0.5048762224545735,0.5294417294619774,,0.4431071428282654,0.5320220625401195,0.6250516421630146
K2-290,K2-290 c,1900-01-01,2,,1.194,,0.305,0.017,-0.017,246.05948,14.941596,-14.941596,0.0,0.0,0.0,124.0,6.0,-6.0,,,0,0.0,0.1131370849898476,-0.09899494936611666,0.5294417294619774,,0.4431071428282654,0.5320220625401195,0.6250516421630146
